regime_id,bootstrap,slope_loop_to_overload
R1,731,5.496763448624106
R1,732,-0.9485126253257454
R1,733,-2.0845577878522605
R1,734,4.052533210551172
R1,735,4.932327522764489
R1,736,-1.0888659302644639
R1,737,-4.184648045247988
R1,738,-2.3041814532190585
R1,739,-4.3756874463800335
R1,740,-1.6479378684855164
R1,741,5.500518698754092
R1,742,-1.2511222644029814
R1,743,-0.693607152739583
R1,744,4.7435791979957616
R1,745,5.4350131920573705
R1,746,-1.3247414692654567
R1,747,-0.05733748237365412
R1,748,-1.4145434063355635
R1,749,-3.922477360253204
R1,750,-0.8439934455096947
R1,751,4.207700477043136
R1,752,-6.12917103540577
R1,753,4.160542277698056
R1,754,-2.5823489350307156
R1,755,-6.160693297127932
R1,756,-6.910709944812757
R1,757,-0.335981245888937
R1,758,-2.5764238416262737
R1,759,-1.035330383320541
R1,760,-4.531023990558552
R1,761,-2.63848819835708
R1,762,-2.3985438408133635
R1,763,3.4319966996887703
R1,764,-3.2568590836650824
R1,765,4.170428646484106
R1,766,-4.665681240387542
R1,767,5.685597930356384
R1,768,4.097637464630007
R1,769,-2.138163498754762
R1,770,3.4520124049385936
R1,771,4.2821391988151625
R1,772,-1.5865331147156896
R1,773,3.962749910932477
R1,774,-3.0964578333421535
R1,775,4.599596560799
R1,776,-6.202496078630611
R1,777,4.690189590806848
R1,778,-5.4770927101199405
R1,779,5.5642945340804255
R1,780,-4.527267418392272
R1,781,4.7292330227866906
R1,782,3.5951494194576834
R1,783,4.039612080921019
R1,784,-0.5790488661229423
R1,785,4.309488149484385
R1,786,-0.8986729168044915
R1,787,4.144792897460275
R1,788,-0.999571076813092
R1,789,4.897057836940892
R1,790,-1.2565019571846168
R1,791,-4.471824630873485
R1,792,-0.8091947188550364
R1,793,-6.980831038565675
R1,794,-3.4128082014586965
R1,795,-0.05426014741577137
R1,796,-5.347711268560782
R1,797,5.1328293420009015
R1,798,-5.791652943239499
R1,799,0.08369495652027806
R1,800,-6.593746047805014
R1,801,4.950430559464312
R1,802,-2.611442899479993
R1,803,-5.6650113507686255
R1,804,5.493595646927544
R1,805,-3.922313659622669
R1,806,3.83638610072685
R1,807,-4.782071319072142
R1,808,-3.67379770751745
R1,809,-2.2613438309510405
R1,810,-4.989644153829147
R1,811,4.539435796446039
R1,812,-1.8324532179757291
R1,813,-5.642949948008531
R1,814,-5.159893033990408
R1,815,-1.316088692654286
R1,816,-5.029787006997524
R1,817,4.691703390774441
R1,818,-2.3130535362102007
R1,819,-1.6114870936552412
R1,820,5.419203112382015
R1,821,-3.998256072693147
R1,822,-6.15995213069355
R1,823,-2.086916014594067
R1,824,4.772327792974909
R1,825,-0.3456329312416924
R1,826,0.22831019063248034
R1,827,-5.450218239570028
R1,828,-0.8002413675810987
R1,829,5.53219765404709
R1,830,-2.8717692106936505
R1,831,-1.2993235001929746
R1,832,-0.12504671248926563
R1,833,-5.1162592070255855
