bootstrap,feature,standardized_coefficient
2242,S,-0.05731755105428615
2242,L,0.2997871864071773
2242,SxL,0.5495786227101204
2242,T,-0.05683791371621373
2242,SxT,0.021879460348161295
2243,S,-0.21355888334935375
2243,L,0.20092564234748211
2243,SxL,0.7289162007797669
2243,T,-0.18198746705888194
2243,SxT,0.11481935179413556
2244,S,-0.25828405693558254
2244,L,0.2107216727594714
2244,SxL,0.7315376047735591
2244,T,-0.15165424456518492
2244,SxT,0.13974393933201937
2245,S,-0.3694551546152004
2245,L,0.17705295388153464
2245,SxL,0.8290862749618441
2245,T,-0.34639005981644394
2245,SxT,0.17976586414940937
2246,S,-0.37355531519733026
2246,L,0.10516613812016673
2246,SxL,0.7841555272542525
2246,T,-0.29839127796043885
2246,SxT,0.1884791953885695
2247,S,-0.12470525169780251
2247,L,0.27339014508750736
2247,SxL,0.6017257326850491
2247,T,-0.05020284327505297
2247,SxT,0.05969207162830588
2248,S,-0.09923963678201923
2248,L,0.2658742377854195
2248,SxL,0.5494060089364797
2248,T,-0.18542991808059656
2248,SxT,-0.011718857402113321
2249,S,-0.03832976891782127
2249,L,0.3671400785062946
2249,SxL,0.6626567432434908
2249,T,0.06140342944259389
2249,SxT,-0.013370655327136785
2250,S,-0.3226387688009733
2250,L,0.2609369253319669
2250,SxL,0.6694308374887816
2250,T,-0.18533643229049238
2250,SxT,0.1448028219336879
2251,S,-0.20702399800800125
2251,L,0.31054472092659324
2251,SxL,0.6039253461309185
2251,T,-0.16695372080196202
2251,SxT,0.08659882850245594
2252,S,-0.23421765448378862
2252,L,0.28148020000567253
2252,SxL,0.6701963244968557
2252,T,-0.1432023466064164
2252,SxT,0.07581075628011308
2253,S,-0.02281871456817072
2253,L,0.38819247635195636
2253,SxL,0.5109272348094913
2253,T,0.012560909491160748
2253,SxT,-0.04255132632368279
2254,S,-0.17966631027616878
2254,L,0.24748079374936627
2254,SxL,0.6118620708440379
2254,T,-0.1177132610522023
2254,SxT,0.04298824112844574
2255,S,-0.30644004396425434
2255,L,0.17668929028427183
2255,SxL,0.7078580183350393
2255,T,-0.2289807053057667
2255,SxT,0.13999507394253238
2256,S,-0.15044788468903073
2256,L,0.16790804574290552
2256,SxL,0.6535374496845388
2256,T,-0.19035827385307003
2256,SxT,0.06213466608778328
2257,S,-0.2954327951407806
2257,L,0.22225198516409272
2257,SxL,0.8276812878206772
2257,T,-0.16656501286951977
2257,SxT,0.16733490297169
2258,S,-0.14481726302490627
2258,L,0.2108142777878207
2258,SxL,0.620455907668711
2258,T,-0.14929457605123583
2258,SxT,0.0581784545726442
2259,S,-0.2519198070744573
2259,L,0.1657435859180525
2259,SxL,0.7510522438046405
2259,T,-0.24833567093465678
2259,SxT,0.1517917063941938
2260,S,-0.16982563732715852
2260,L,0.18097256613868473
2260,SxL,0.6996065187768618
2260,T,-0.11243485462208479
2260,SxT,0.08481804745074326
2261,S,-0.23437407894097473
2261,L,0.22524019967911035
2261,SxL,0.7235137285397708
2261,T,-0.10959822060814098
2261,SxT,0.1116185431029779
2262,S,-0.2779356681151782
2262,L,0.23063100240229595
2262,SxL,0.7303680068999928
2262,T,-0.15009997680301135
2262,SxT,0.09772653502122712
2263,S,-0.3288439517733537
2263,L,0.3317034015621778
2263,SxL,0.7177253547304108
2263,T,-0.13832943532860437
2263,SxT,0.12863985959632449
2264,S,-0.3784545016676706
2264,L,0.24721566258115835
2264,SxL,0.6774210551075983
2264,T,-0.20957068232211254
2264,SxT,0.1603533553692287
2265,S,-0.1242029916605183
2265,L,0.2924474136688402
2265,SxL,0.5932241595038755
2265,T,-0.07007600134148168
2265,SxT,0.056278565669859414
2266,S,-0.011308226306932125
2266,L,0.3679102731616
2266,SxL,0.5272775104782852
2266,T,0.023223038964722286
2266,SxT,-0.03416227466203591
2267,S,0.026868468539269885
2267,L,0.35888872195931554
2267,SxL,0.5825971862958164
2267,T,0.06300971675544248
2267,SxT,-0.055715114371712754
2268,S,-0.2153292761253575
2268,L,0.16783937378647362
2268,SxL,0.6455218778384518
2268,T,-0.15468966014158195
2268,SxT,0.14892479023385077
2269,S,-0.33174816086322917
2269,L,0.23998454714712414
2269,SxL,0.8041865390597026
2269,T,-0.21098339651094875
2269,SxT,0.144404981195508
2270,S,-0.28078650388276405
2270,L,0.2021338071698302
2270,SxL,0.7396402366772878
2270,T,-0.15767665398139383
2270,SxT,0.13893810974331874
2271,S,-0.2202255791836015
2271,L,0.3000821663318043
2271,SxL,0.6137471528121041
2271,T,-0.1676705345661692
2271,SxT,0.06433627026264627
2272,S,-0.4004817108754049
2272,L,0.15074558066295618
2272,SxL,0.8253830711156399
2272,T,-0.28422238382994586
2272,SxT,0.1977350050439743
2273,S,-0.12129346462880411
2273,L,0.21692893346688014
2273,SxL,0.627107117092866
2273,T,-0.19348632571076402
2273,SxT,0.07656361350914632
2274,S,-0.2825043352384321
2274,L,0.16026348583509353
2274,SxL,0.7395365466891253
2274,T,-0.2120902468649107
2274,SxT,0.1205007773396202
2275,S,-0.04806431199526483
2275,L,0.31295204415293654
2275,SxL,0.5710424854132092
2275,T,-0.08128736010429172
2275,SxT,-0.007658220621077162
2276,S,-0.050389581490476086
2276,L,0.3807742263917189
2276,SxL,0.6071867362340994
2276,T,0.06122774989076724
2276,SxT,-0.0007342714860950761
2277,S,-0.20215214624486894
2277,L,0.3314808049558349
2277,SxL,0.6391219464315654
2277,T,-0.08309843389051788
2277,SxT,0.09896264111527343
2278,S,-0.49928949831239805
2278,L,0.2508759099740918
2278,SxL,0.8474158912909464
2278,T,-0.2997574953928885
2278,SxT,0.26257224710672994
2279,S,-0.23785039651877135
2279,L,0.17076783060477296
2279,SxL,0.6364574845895365
2279,T,-0.2131619699512625
2279,SxT,0.10402224027306736
2280,S,-0.09280618466522847
2280,L,0.2973435352172584
2280,SxL,0.5243021658983384
2280,T,-0.04197292649081994
2280,SxT,0.054172430060509126
2281,S,-0.18561994981598381
2281,L,0.2597373649773298
2281,SxL,0.6452649083070892
2281,T,-0.16908308757664758
2281,SxT,0.055701287499629874
2282,S,-0.2655264405715525
2282,L,0.2616387681916794
2282,SxL,0.6532729355728939
2282,T,-0.21559838874209736
2282,SxT,0.12907110275974162
2283,S,-0.2547206372531928
2283,L,0.2634556264620538
2283,SxL,0.7076114236029585
2283,T,-0.18950888702135024
2283,SxT,0.07312023445133331
2284,S,-0.10365228386815946
2284,L,0.3514365989636792
2284,SxL,0.5157758355714316
2284,T,-0.07090736380295301
2284,SxT,0.006278613064388178
2285,S,-0.17487349841807928
2285,L,0.2004565158691708
2285,SxL,0.6001313381375051
2285,T,-0.18841148189917833
2285,SxT,0.08142898552543504
2286,S,-0.18873170023451938
2286,L,0.18029617508992646
2286,SxL,0.6577614608958268
2286,T,-0.2444703097469564
2286,SxT,0.12234165172925865
2287,S,-0.2057542620674627
2287,L,0.2738727941297312
2287,SxL,0.6106644568882502
2287,T,-0.22448739015151237
2287,SxT,0.09578625908229818
2288,S,-0.1049819618799711
2288,L,0.3094743378009347
2288,SxL,0.6574847408423304
2288,T,-0.04796273316418772
2288,SxT,0.03458534367023499
2289,S,-0.2767463882928646
2289,L,0.18513491955502048
2289,SxL,0.6862415600881063
2289,T,-0.2274975830038705
2289,SxT,0.12672273689553404
2290,S,-0.07940910954513576
2290,L,0.2988916083480456
2290,SxL,0.673907190722961
2290,T,-0.05909183365728753
2290,SxT,0.01948870737815723
2291,S,-0.14186109038028843
2291,L,0.32171359600649396
2291,SxL,0.6123216913202155
2291,T,-0.16437335942685272
2291,SxT,0.0369612142272575
2292,S,-0.13187809459761246
2292,L,0.18111756766702802
2292,SxL,0.6717692316856967
2292,T,-0.1613102192643432
2292,SxT,0.04052678699519174
2293,S,-0.3681927230303961
2293,L,0.12977794679478005
2293,SxL,0.7168631871626282
2293,T,-0.27258836087602323
2293,SxT,0.2110290217183424
2294,S,-0.17257782261246496
2294,L,0.27851853575133256
2294,SxL,0.6422063683121255
2294,T,-0.13460360819150152
2294,SxT,0.05075826049631269
2295,S,-0.020825125481052902
2295,L,0.32715171250692326
2295,SxL,0.5282619792148697
2295,T,0.02319301314714684
2295,SxT,0.013671180351086607
2296,S,-0.12707025472549627
2296,L,0.269062993906661
2296,SxL,0.5663111682437694
2296,T,-0.14295175295848228
2296,SxT,0.02758812156996049
2297,S,-0.11505597000280059
2297,L,0.3123855991996065
2297,SxL,0.6204010351720027
2297,T,-0.0717228416468527
2297,SxT,0.03737684355721395
2298,S,-0.3636918583233354
2298,L,0.254435112587607
2298,SxL,0.7568507049782772
2298,T,-0.2852432320090319
2298,SxT,0.19626483779716536
2299,S,-0.2541285073177936
2299,L,0.21140082693318019
2299,SxL,0.7911189061914932
2299,T,-0.19120052809026655
2299,SxT,0.0990349692430779
2300,S,-0.18168123344392662
2300,L,0.26148714484252655
2300,SxL,0.6494181961514599
2300,T,-0.14281928667071925
2300,SxT,0.06368835083881075
2301,S,-0.027156049419866757
2301,L,0.352399712221552
2301,SxL,0.6079196596167221
2301,T,0.032246692795806685
2301,SxT,-0.028387242835832185
2302,S,-0.2212570939753713
2302,L,0.2355825191235934
2302,SxL,0.843490703703728
2302,T,-0.1452474686048485
2302,SxT,0.10882956951636638
2303,S,-0.15183037184901582
2303,L,0.1891877723145451
2303,SxL,0.7046116152108436
2303,T,-0.20445181201346357
2303,SxT,0.04650689009776363
2304,S,-0.43878678924084435
2304,L,0.301522209101975
2304,SxL,0.8437268311490285
2304,T,-0.2841521507669504
2304,SxT,0.20234997806531396
2305,S,0.07066873078527137
2305,L,0.28911441090002177
2305,SxL,0.45040606529043814
2305,T,-0.0008334105361156063
2305,SxT,-0.028442530675578875
2306,S,-0.2238430381915503
2306,L,0.2823773370339794
2306,SxL,0.7123019225412565
2306,T,-0.22832082311014895
2306,SxT,0.05949129200876299
2307,S,-0.07273614616596513
2307,L,0.3391862769444678
2307,SxL,0.6215919756073045
2307,T,0.0015239949841316365
2307,SxT,0.03814535484583025
2308,S,-0.20278537372729763
2308,L,0.2948580837957694
2308,SxL,0.6641352642573808
2308,T,-0.15704239889464566
2308,SxT,0.07940410780628306
2309,S,-0.2535754866485297
2309,L,0.20428279541233474
2309,SxL,0.6851764488866586
2309,T,-0.15401951113836893
2309,SxT,0.14293734965596835
2310,S,-0.5045725559936883
2310,L,0.15361349918479172
2310,SxL,0.9655930340172766
2310,T,-0.3582715359614873
2310,SxT,0.23968497038265185
2311,S,-0.3151743131843607
2311,L,0.2751310395453568
2311,SxL,0.6950218980411015
2311,T,-0.24538550106529008
2311,SxT,0.14520038195498403
2312,S,-0.33278187050635266
2312,L,0.12437596201431911
2312,SxL,0.774859923429123
2312,T,-0.26747819836603354
2312,SxT,0.20189248604899634
2313,S,-0.33265782212139033
2313,L,0.16675624601103212
2313,SxL,0.7464721248207644
2313,T,-0.26918989442461594
2313,SxT,0.16927382674943972
2314,S,-0.3451653369018258
2314,L,0.25051856380648807
2314,SxL,0.704942478839702
2314,T,-0.24766463707974154
2314,SxT,0.1576310559835152
2315,S,-0.43333245612098864
2315,L,0.12229516117952699
2315,SxL,0.9182101376063904
2315,T,-0.2807611636479718
2315,SxT,0.20417008597856895
2316,S,-0.3831632410913777
2316,L,0.1938417454771454
2316,SxL,0.7879909136442211
2316,T,-0.21295894126471676
2316,SxT,0.1799113460998406
2317,S,-0.14654800762433412
2317,L,0.3246693040616262
2317,SxL,0.7438843185696347
2317,T,-0.08661543701324752
2317,SxT,-0.022249398513772944
2318,S,-0.09783327708935363
2318,L,0.3421723037580977
2318,SxL,0.6068319745473439
2318,T,-0.04090437049221849
2318,SxT,0.04217299443907869
2319,S,-0.055360051928659726
2319,L,0.28219513011258723
2319,SxL,0.5259774953554514
2319,T,-0.022480706693281005
2319,SxT,0.033522118411306354
2320,S,-0.21206392328053916
2320,L,0.22250120586919708
2320,SxL,0.7951308971527322
2320,T,-0.08072854655835993
2320,SxT,0.09831741937323957
2321,S,-0.38350421623470055
2321,L,0.10779953508217921
2321,SxL,0.7818652392759196
2321,T,-0.34737300256492937
2321,SxT,0.22856281300402906
2322,S,-0.15990227030295096
2322,L,0.3031874062200547
2322,SxL,0.6519002093603286
2322,T,-0.12112811896316537
2322,SxT,0.042056577621856175
2323,S,-0.006628922412099273
2323,L,0.3098771984513845
2323,SxL,0.5357983968454262
2323,T,-0.11655598493517122
2323,SxT,-0.05733004234965311
2324,S,-0.1684274297143475
2324,L,0.17657263847419336
2324,SxL,0.6592885687421272
2324,T,-0.20800782108962712
2324,SxT,0.09871753907701013
2325,S,-0.17311401544716845
2325,L,0.20159533567485466
2325,SxL,0.6773801156255889
2325,T,-0.1814337210359135
2325,SxT,0.07967475322900909
2326,S,-0.26844427254700476
2326,L,0.2428045299622672
2326,SxL,0.6562255009525942
2326,T,-0.23419196296526643
2326,SxT,0.11465647229503273
2327,S,-0.1580511737141219
2327,L,0.2706011533290287
2327,SxL,0.6496897235787573
2327,T,-0.10443407072521864
2327,SxT,0.054984103928545844
2328,S,-0.27523222437043965
2328,L,0.17110343686914953
2328,SxL,0.7193509426677135
2328,T,-0.2249831445872816
2328,SxT,0.11657246747310732
2329,S,-0.2796625483458915
2329,L,0.21007973708597893
2329,SxL,0.7423419451906675
2329,T,-0.26701651520838193
2329,SxT,0.1291511953601388
2330,S,-0.25763820251369185
2330,L,0.2059948287493838
2330,SxL,0.7536951540466291
2330,T,-0.15184992406436792
2330,SxT,0.14404629712485975
2331,S,-0.1526650665899317
2331,L,0.20028652439236183
2331,SxL,0.7171107350760603
2331,T,-0.187024353011506
2331,SxT,0.08144104991141261
2332,S,-0.2028267346304111
2332,L,0.11637688162441695
2332,SxL,0.8047383847920607
2332,T,-0.2118307637268572
2332,SxT,0.13088515634174352
2333,S,-0.26923791341017383
2333,L,0.27425701561659255
2333,SxL,0.5697742833498357
2333,T,-0.1862677382554886
2333,SxT,0.11449768724158636
2334,S,-0.171814241770528
2334,L,0.16381086564285008
2334,SxL,0.708557309631754
2334,T,-0.18058551253287433
2334,SxT,0.1367617444805681
2335,S,-0.3047080075324202
2335,L,0.20495813536709528
2335,SxL,0.6548652073971675
2335,T,-0.2198737134076122
2335,SxT,0.11577279322515584
2336,S,-0.3659562021581681
2336,L,0.24423379054686034
2336,SxL,0.7688990954374159
2336,T,-0.30471747884104783
2336,SxT,0.12964018201178362
2337,S,0.017169213510189917
2337,L,0.32110336478979057
2337,SxL,0.5250605730526646
2337,T,-0.015254286230361081
2337,SxT,-0.021782447811509686
2338,S,-0.0749655668154184
2338,L,0.2544302484969001
2338,SxL,0.7263645570577659
2338,T,-0.030319771564784374
2338,SxT,0.03813516039591048
2339,S,-0.12683445622077333
2339,L,0.2792916077888923
2339,SxL,0.6343488262836432
2339,T,-0.10552094963297677
2339,SxT,0.0402697389058219
2340,S,-0.009230784629246576
2340,L,0.26938800412571395
2340,SxL,0.5605837194406188
2340,T,-0.0034927172830235254
2340,SxT,0.030067188468374376
2341,S,-0.08480345775895062
2341,L,0.2520183172551509
2341,SxL,0.5658720590823322
2341,T,-0.0640986274940422
2341,SxT,0.013454720389057463
2342,S,-0.2912130387661272
2342,L,0.22066694688301947
2342,SxL,0.7046985074585389
2342,T,-0.20589952879741968
2342,SxT,0.1423420653459855
2343,S,-0.10014233819532764
2343,L,0.2501236023109211
2343,SxL,0.4972832472873545
2343,T,-0.16609535440040035
2343,SxT,0.012980476006402444
2344,S,-0.197721150321217
2344,L,0.30863261486149585
2344,SxL,0.6277539309111532
2344,T,-0.10507395687871943
2344,SxT,0.10979096885983451
2345,S,-0.19275232545240162
2345,L,0.25460608489534353
2345,SxL,0.6250457293957556
2345,T,-0.12930121242904863
2345,SxT,0.11142365840325984
2346,S,-0.160297097881811
2346,L,0.22420013008077022
2346,SxL,0.6604233845870926
2346,T,-0.145315009143348
2346,SxT,0.06119891569006711
2347,S,-0.3688077984273815
2347,L,0.21652176837527704
2347,SxL,0.7679955155515801
2347,T,-0.18502284734103464
2347,SxT,0.2155093291785897
2348,S,-0.22377813336454844
2348,L,0.2040072921593139
2348,SxL,0.6744167866731714
2348,T,-0.2223136239903774
2348,SxT,0.11164859089716755
2349,S,-0.23369556573865954
2349,L,0.3242234860356342
2349,SxL,0.734472610271081
2349,T,-0.08923167527141543
2349,SxT,0.09324283924522982
2350,S,-0.23392998550667446
2350,L,0.22622119344519265
2350,SxL,0.7226519023206052
2350,T,-0.1734492902097731
2350,SxT,0.10251300992619629
2351,S,-0.34005279821738377
2351,L,0.07920764360342103
2351,SxL,0.6490516209452654
2351,T,-0.2503823634160827
2351,SxT,0.19557749812990116
2352,S,-0.15712022670144551
2352,L,0.24001439935512914
2352,SxL,0.6216088905822147
2352,T,-0.11097649668206243
2352,SxT,0.06095962014275849
2353,S,0.004790262410521125
2353,L,0.267971721573257
2353,SxL,0.4731836819675681
2353,T,-0.04979788864518381
2353,SxT,-0.005995092387623774
2354,S,-0.14728442228179262
2354,L,0.2789471144198454
2354,SxL,0.5154997890539105
2354,T,-0.035060584206726204
2354,SxT,0.08133742748923618
2355,S,-0.16097569282858182
2355,L,0.26522857786993237
2355,SxL,0.5614845689584468
2355,T,-0.19609214160137314
2355,SxT,0.07406598743716214
2356,S,-0.2337969799243771
2356,L,0.39338740246917325
2356,SxL,0.6684479143222564
2356,T,-0.0642672456590419
2356,SxT,0.033131346159371126
2357,S,-0.2873746800114018
2357,L,0.186383954067475
2357,SxL,0.6893742037986333
2357,T,-0.30042778253401636
2357,SxT,0.1738013873119656
2358,S,-0.2635250877832058
2358,L,0.16728039120265414
2358,SxL,0.7460098908845045
2358,T,-0.15904909407479437
2358,SxT,0.1506986079066361
2359,S,-0.3867857291361139
2359,L,0.1558750746463058
2359,SxL,0.720738539508447
2359,T,-0.20292282262349526
2359,SxT,0.1888006085445262
2360,S,0.038950659341599844
2360,L,0.3596951207249206
2360,SxL,0.580897438598448
2360,T,0.03747258611185483
2360,SxT,-0.060697488131824025
2361,S,-0.24666179072496164
2361,L,0.26129649649996733
2361,SxL,0.6759486492645004
2361,T,-0.22328247749738114
2361,SxT,0.09846663133784128
2362,S,-0.00462968414671075
2362,L,0.3131683262875837
2362,SxL,0.48420352604294903
2362,T,-0.006807869516448142
2362,SxT,0.007881132670196238
2363,S,-0.2893543998606901
2363,L,0.3522121652424415
2363,SxL,0.7976780497256051
2363,T,-0.13333471090026505
2363,SxT,0.10738058893270569
2364,S,-0.2471369848466532
2364,L,0.23851273204175216
2364,SxL,0.790095631099171
2364,T,-0.08453888490999897
2364,SxT,0.11863415248330518
2365,S,-0.40521525850444523
2365,L,0.2216977634422893
2365,SxL,0.7444850144284998
2365,T,-0.3193097647505012
2365,SxT,0.19543975372936676
2366,S,-0.0800375317478924
2366,L,0.22279328360561435
2366,SxL,0.6136903408730476
2366,T,-0.0870939701103154
2366,SxT,0.002768692004243502
2367,S,-0.1661024614165714
2367,L,0.2915362069449211
2367,SxL,0.7311777784641432
2367,T,-0.11125447376635583
2367,SxT,0.05764380692229175
2368,S,-0.07936591111542868
2368,L,0.34006453157652283
2368,SxL,0.5859067736035483
2368,T,-0.024766800717195555
2368,SxT,0.004418096836119361
2369,S,-0.12608008193862025
2369,L,0.3416887124808814
2369,SxL,0.6769634711883475
2369,T,-0.008375596060486152
2369,SxT,0.03429960986111551
2370,S,-0.20556944215434125
2370,L,0.23039529614671939
2370,SxL,0.6447132120353369
2370,T,-0.20136753476097832
2370,SxT,0.0982880853114935
2371,S,-0.010325939341749633
2371,L,0.36663008503170214
2371,SxL,0.5503353244370099
2371,T,-0.009497616901634507
2371,SxT,-0.05636980442344826
2372,S,-0.3317243162984992
2372,L,0.3792209130133739
2372,SxL,0.6565516182601634
2372,T,-0.1300932231304371
2372,SxT,0.10428658747767147
2373,S,-0.30276153342591766
2373,L,0.23019365583063423
2373,SxL,0.6996136186372429
2373,T,-0.2317887848047354
2373,SxT,0.16767571731158218
2374,S,-0.20852098017559342
2374,L,0.2034711730730855
2374,SxL,0.6103383847698188
2374,T,-0.10962086343632849
2374,SxT,0.12448072578063757
2375,S,-0.2377492354988426
2375,L,0.1751464500490615
2375,SxL,0.6304757320046025
2375,T,-0.29610118046668277
2375,SxT,0.06883258241320753
2376,S,-0.22312607112386254
2376,L,0.23210315269873505
2376,SxL,0.6231002063285951
2376,T,-0.10754827870106153
2376,SxT,0.11617581102380262
2377,S,-0.05778684859977735
2377,L,0.1822010443506309
2377,SxL,0.6040389130370543
2377,T,-0.08611578306944016
2377,SxT,0.06481696460059848
2378,S,-0.18484203861026602
2378,L,0.23920644872570673
2378,SxL,0.7058779259742173
2378,T,-0.16405170390641502
2378,SxT,0.09938444906691608
2379,S,-0.17717897715041556
2379,L,0.24096779261455492
2379,SxL,0.5205276220075125
2379,T,-0.2308975716457061
2379,SxT,0.09546152497399983
2380,S,-0.43040418348315146
2380,L,0.1822865415675945
2380,SxL,0.8315136111320455
2380,T,-0.2757116679608343
2380,SxT,0.16610185732962726
2381,S,-0.2189232521984207
2381,L,0.1108004230041264
2381,SxL,0.8138162022866918
2381,T,-0.23610796882121107
2381,SxT,0.0813282811118282
2382,S,-0.2185590910901763
2382,L,0.2555490986177442
2382,SxL,0.6541505179158157
2382,T,-0.13860800539284365
2382,SxT,0.09072248388427455
2383,S,-0.32842818771299587
2383,L,0.29273380763225065
2383,SxL,0.7045868913250097
2383,T,-0.17980478797600552
2383,SxT,0.1620253068675446
2384,S,-0.04555020331456572
2384,L,0.31009006609671746
2384,SxL,0.5403334840300796
2384,T,-0.020927673406308616
2384,SxT,0.018008014057484485
2385,S,-0.19687680702364155
2385,L,0.11085591013414742
2385,SxL,0.8065258928725175
2385,T,-0.22053258558095476
2385,SxT,0.1352553705898242
2386,S,-0.10884655322980918
2386,L,0.2287943334158743
2386,SxL,0.5911391364410157
2386,T,-0.12243210246379642
2386,SxT,0.04806056251457458
2387,S,-0.3190711518579332
2387,L,0.18375564235890351
2387,SxL,0.7990026027993858
2387,T,-0.19611782999478924
2387,SxT,0.13275530502090663
2388,S,-0.05778412304735694
2388,L,0.29969069419674044
2388,SxL,0.5502427711770193
2388,T,-0.07467257169372772
2388,SxT,0.033243449886213056
2389,S,-0.21744168654413507
2389,L,0.24786358572923528
2389,SxL,0.6842245261602207
2389,T,-0.23291621452697647
2389,SxT,0.06714786990871462
2390,S,-0.270485192786464
2390,L,0.20496117308030537
2390,SxL,0.7223113604836235
2390,T,-0.163150289963611
2390,SxT,0.13080186923633624
2391,S,-0.224720024069224
2391,L,0.13427390734301625
2391,SxL,0.6563718057035511
2391,T,-0.2076113005723599
2391,SxT,0.11266075580642261
2392,S,-0.2187156481360004
2392,L,0.2144174848160325
2392,SxL,0.7975392131706708
2392,T,-0.10897814256888669
2392,SxT,0.11614211617182527
2393,S,-0.32664180377080415
2393,L,0.2804263607227959
2393,SxL,0.6884277508884666
2393,T,-0.18310498300355327
2393,SxT,0.16486245981517994
2394,S,-0.3004326910400744
2394,L,0.1480551803975949
2394,SxL,0.7274740180701535
2394,T,-0.30452091851325697
2394,SxT,0.1502355869988732
2395,S,-0.315078171124044
2395,L,0.10706736242505543
2395,SxL,0.7365689564893974
2395,T,-0.3236200014785594
2395,SxT,0.12007140077040572
2396,S,-0.25051249762236455
2396,L,0.3463294026736877
2396,SxL,0.6546366166965413
2396,T,-0.17212519761960465
2396,SxT,0.09825250142594771
2397,S,-0.21230364506826657
2397,L,0.21967846551886683
2397,SxL,0.6485929550419055
2397,T,-0.14415104689594488
2397,SxT,0.09641086400227955
2398,S,-0.23921606850023228
2398,L,0.16236653316699934
2398,SxL,0.7070345960832587
2398,T,-0.2591401710818695
2398,SxT,0.15172701604018815
2399,S,-0.2206202372534617
2399,L,0.28499480485559736
2399,SxL,0.7309775315165977
2399,T,-0.12493288894304776
2399,SxT,0.09538971373959222
2400,S,-0.2732259490486463
2400,L,0.1548181285103214
2400,SxL,0.6913330976869118
2400,T,-0.19710345809112054
2400,SxT,0.1407138359204135
2401,S,-0.24271611217459751
2401,L,0.2105269309705764
2401,SxL,0.7668566115789476
2401,T,-0.1306099773472446
2401,SxT,0.10782968651613876
2402,S,-0.16198681579905197
2402,L,0.13744612763653052
2402,SxL,0.6253103874311513
2402,T,-0.2030317445727877
2402,SxT,0.1351789503563983
2403,S,-0.1256113928178719
2403,L,0.16454641471761866
2403,SxL,0.7198945920613319
2403,T,-0.2184905588646698
2403,SxT,0.047606988884103696
2404,S,-0.23275081814853035
2404,L,0.3580376287076179
2404,SxL,0.6462438188478814
2404,T,-0.11888654972370895
2404,SxT,0.07999882067545161
2405,S,-0.09245585700178208
2405,L,0.20576596112909407
2405,SxL,0.5627948664552146
2405,T,-0.12868613753024088
2405,SxT,0.01902204091992502
2406,S,-0.2035521472997363
2406,L,0.22955883267898447
2406,SxL,0.7353184118810441
2406,T,-0.0775219188231006
2406,SxT,0.10776252113768672
2407,S,-0.30235806812796095
2407,L,0.2572756520602185
2407,SxL,0.7250774604367132
2407,T,-0.13389933043415064
2407,SxT,0.12258210335204522
2408,S,-0.3400884411795699
2408,L,0.1849442306431489
2408,SxL,0.6994839025031349
2408,T,-0.25244882380916106
2408,SxT,0.1682069825103866
2409,S,-0.16667308089246805
2409,L,0.18324747222767734
2409,SxL,0.6371649156663134
2409,T,-0.13184364658665404
2409,SxT,0.1053097854311324
2410,S,-0.07709576789428624
2410,L,0.22062989462948934
2410,SxL,0.6462194731849824
2410,T,-0.11403190986377958
2410,SxT,0.01675007046639959
2411,S,-0.4766364731134804
2411,L,0.17110128503143662
2411,SxL,0.8200602708201344
2411,T,-0.3470109741341803
2411,SxT,0.23463088162031145
2412,S,-0.13694572567299038
2412,L,0.24277041347553385
2412,SxL,0.7373184283181304
2412,T,-0.12954301686395914
2412,SxT,0.04125659651733396
2413,S,-0.3680609829302967
2413,L,0.26569278853600464
2413,SxL,0.7949595264262636
2413,T,-0.25384593428453134
2413,SxT,0.14775937577273685
2414,S,-0.34192883089238546
2414,L,0.24576745366038166
2414,SxL,0.7133761864822712
2414,T,-0.20294872629233593
2414,SxT,0.14801999268950483
2415,S,-0.11001493588418776
2415,L,0.3824660508380495
2415,SxL,0.5849746827761932
2415,T,-0.04228380321589938
2415,SxT,-0.009176504841827646
2416,S,-0.28806017195078687
2416,L,0.25669327634266437
2416,SxL,0.6802750042993879
2416,T,-0.17564097043700502
2416,SxT,0.13681039055892857
2417,S,-0.1114566758804301
2417,L,0.19922410829949333
2417,SxL,0.671634204929356
2417,T,-0.1497588720343721
2417,SxT,0.06898317105036143
2418,S,-0.28767048934652645
2418,L,0.14778828269412436
2418,SxL,0.670389600422165
2418,T,-0.22509503414849036
2418,SxT,0.17814727538069572
2419,S,-0.14623259745999953
2419,L,0.17887455720333412
2419,SxL,0.7131234664026544
2419,T,-0.0909076891818004
2419,SxT,0.12957019276064466
2420,S,-0.152848958458219
2420,L,0.2575155471757139
2420,SxL,0.6020142733080508
2420,T,-0.13828692434486786
2420,SxT,0.053402409833873
2421,S,-0.13763641401842314
2421,L,0.2304005426583592
2421,SxL,0.6959800136811463
2421,T,-0.07259728796495149
2421,SxT,0.09610105362513846
2422,S,-0.15772572056583167
2422,L,0.3273966225224225
2422,SxL,0.5957445374822015
2422,T,-0.1710872387998891
2422,SxT,0.0726376379627508
2423,S,-0.10346143005428873
2423,L,0.23984256274771376
2423,SxL,0.6847482794753686
2423,T,-0.12459949158782072
2423,SxT,0.039666409936327564
2424,S,-0.26575298205658004
2424,L,0.2253097076748709
2424,SxL,0.6232683943821518
2424,T,-0.1767920016366995
2424,SxT,0.12181987470466016
2425,S,-0.3291764550584965
2425,L,0.2558041363017942
2425,SxL,0.8032724233543846
2425,T,-0.23101649886782258
2425,SxT,0.1468680593435637
2426,S,-0.1016365239427781
