regime_id,cycle,memory_coordinate,hot_excitation_coordinate,overload_number,overload_response_asinh,overload_readout_projection,post_map_output_projection,dangerous_input_projection
R5,22,-0.2911582870528119,-0.5569401876786882,1.3346675591564483,0.6257001032898761,-0.3192218644600368,-0.1708840066614001,-0.6224910907450303
R5,23,-0.2962163609789922,0.1008132006655044,2.5023030755806075,1.0483121706138763,0.014743888433460072,-0.0013564699825739895,-0.004941307823431948
R5,24,-0.3561399228562518,-1.306274398381778,0.6364154875552253,0.31306854848437243,-0.7084128704704225,-0.3705618964856224,-1.3498716681482572
R5,25,-0.3325622269551702,-0.1842893583153432,2.301285500706335,0.983987845804077,-0.1347669416831532,-0.07840430288585692,-0.2856088230610599
R5,26,-0.3385715893705597,-1.878209157915664,0.037988242578192,0.01899297936858887,-0.9971807815363606,-0.5167520222566321,-1.8824086365005146
R5,27,-0.0712852377919092,-0.3420032596023347,1.3973189471104497,0.6515680182201152,-0.1827651731621489,-0.09498700316667283,-0.3460157820678018
R5,28,-0.3897981367008295,-1.8430156548625092,-0.1776841512459981,-0.08872561830210429,-0.9855971563126796,-0.5123967484451586,-1.8665433767938566
R5,29,-0.1381874018999138,-0.1671456231159707,1.3862406953954023,0.6470214278426281,-0.10207000626120366,-0.055986298812496914,-0.20394519589901833
R5,30,-0.3729741598618826,-1.948969690390416,-0.0318083816294808,-0.01590352041466596,-1.03741920672954,-0.5382235751030306,-1.9606245597602505
R6,1,-0.048222724968865,2.9682268632719997,30.04719545167167,3.4038751148866795,1.9674993959003027,1.3495835134298597,2.863942863519904
R6,2,-0.0170011805116463,2.394530450294945,18.683891239996104,2.930514099308087,1.5879139499631159,1.085859323185527,2.304295383336695
R6,3,1.47944052068051,1.7131082774535478,10.62873192441934,2.372297530291921,1.1831090954192978,0.580854108624423,1.2326269271868875
