run,tag,regime_id,cycle,phase,n_contacts,first_cycle_edge_fraction,first_cycle_force_fraction,beta1_birth_density_5pct,beta1_birth_density_10pct,loop_force_share_5pct,loop_force_share_10pct,beta1_birth_area,loop_force_persistence_area,giant_component_area,total_beta1_birth_density,total_loop_force_share,top5_force_share
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,6,cold,2042,0.0009794319294809,0.0078122953039575,0.4951456310679611,0.4878048780487805,0.1025897259647317,0.1643648676723724,0.4838328777087942,0.364254869509649,0.0046825859056493,0.4965719882468168,0.4887548027147747,0.2089671831607342
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,6,hot,6231,0.0003209757663296,0.0178551881938744,0.4903846153846153,0.4887820512820512,0.1828028285815161,0.2467818292971423,0.4839931747889788,0.3975749533889777,0.0077803686431268,0.4997592681752528,0.4866673810195852,0.3754048867571203
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,7,cold,6016,0.0003324468085106,0.002789947445857,0.4850498338870432,0.4883720930232558,0.0863759684300769,0.1480984870312849,0.493415923237089,0.3591945660307107,0.1205417133258678,0.5242686170212766,0.4981159392306761,0.1781552008164404
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,7,hot,17173,0.0001164618878472,0.0015689948140262,0.4877764842840512,0.4871944121071013,0.120962146641998,0.1887939781843964,0.5233757175042248,0.3861430239919263,0.3389022996714754,0.617189774646247,0.5204993003274564,0.2485821270301388
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,8,cold,1947,0.0015408320493066,0.011451186731065,0.4693877551020408,0.4871794871794871,0.0993980291531971,0.165501531251641,0.4829072141180466,0.3643568966676255,0.004287935323383,0.4971751412429379,0.4888812926581393,0.2105707298506287
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,8,hot,6010,0.000332778702163,0.0260349905835699,0.4850498338870432,0.4875207986688852,0.1507095840808213,0.2225335763523048,0.4822350763871719,0.389326730556454,0.0064766958929395,0.4993344425956739,0.4865573503643536,0.3103882467817498
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,9,cold,7240,0.0002762430939226,0.0017568286167994,0.4834254143646408,0.4903314917127072,0.0851905577855703,0.1479282038859984,0.501455056997158,0.361903091080894,0.2171214450422751,0.5482044198895027,0.505264307186809,0.176214915430961
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,9,hot,14118,0.0001416631250885,0.001902300186063,0.4915014164305949,0.4907932011331444,0.129136642962789,0.2017081536945511,0.5095535090383784,0.3865589535574782,0.2923479756135688,0.5859186853661992,0.5050175929087619,0.2644345782400687
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,10,cold,2049,0.0009760858955588,0.012152156845842,0.4660194174757281,0.4780487804878048,0.1050642867494162,0.1682602946873503,0.4834663821188566,0.3660740140355263,0.0068551765409934,0.4963396778916544,0.4886931548343515,0.2231733139732699
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,10,hot,6326,0.0003161555485298,0.0150538313385838,0.4858044164037854,0.4865718799368088,0.1489683015735117,0.2178244379585873,0.482904042042646,0.3882264677371856,0.0054076871806265,0.5001580777742649,0.4869188762897773,0.3062605437868464
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,11,cold,6927,0.0004330879168471,0.0028816730071099,0.4783861671469741,0.4906204906204906,0.0850529361452268,0.1482807032105897,0.4988834314270782,0.3605570221432727,0.1949536202009791,0.537895192724123,0.5035657560946966,0.1773255947215465
