run,tag,regime_id,folder,cycle,phase,contacts_true_force,force_sum,force_mean,force_p99,bottom_top_percolation_edge_fraction_true_force,bottom_side_percolation_edge_fraction_true_force,giant_fraction_after_top1_edges,giant_fraction_after_top5_edges_true_force,giant_fraction_after_top10_edges_true_force,force_share_top1_edges,force_share_top5_edges,force_share_top10_edges,force_h1_births,force_h1_birth_fraction,force_h1_birth_force_share,contacts_geometry,Z_geom,mean_positive_overlap_m,overlap_p90_m,overlap_p99_m,orientation_entropy,bottom_top_percolation_edge_fraction_geometry,bottom_side_percolation_edge_fraction_geometry,giant_fraction_after_top5_edges_geometry,giant_fraction_after_top10_edges_geometry,cycle_births_during_overlap_filtration,cycle_birth_count,cycle_birth_positive_count,cycle_birth_overlap_median,cycle_birth_overlap_p90,cycle_birth_positive_fraction,force_proxy_q99_q50,force_proxy_gini,net_force_p99_N
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,6,cold,22537.0,7.064447306698896,0.0003134599683497757,0.0010571411676117493,0.23157474375471446,0.00013311443404179793,0.0007736345350456444,0.002475630512146062,0.011604518025684667,0.0391080317760358,0.15105537195064814,0.2624533064697477,16255.0,0.7212583751164752,0.6316087001253426,18083.0,3.576896449411532,3.540742934264193e-07,5.445159240333784e-07,7.960426997109681e-07,0.947523728598579,0.9121827130454018,0.0028203284853177,0.002274750271981,0.0229453070912867,9407.0,9407.0,5060.0,5.896452558314635e-08,3.755577259501736e-07,0.5378973105134475,3.860102272338168,0.4070509925602284,0.0007090119393282
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,6,hot,20857.0,1.1039429236517908,5.292913284037929e-05,0.0003668728812552055,0.6662031931725559,0.001342474948458551,0.003469442220443021,0.03789698425406992,0.0906058179877235,0.0968343133002234,0.28514804811264166,0.42692299521571425,13818.0,0.6625113870642949,0.5738197637902611,25526.0,5.049154386311938,1.1482860262230289e-07,1.5542704212957812e-07,3.8073201248000265e-07,0.935155643670064,0.4111885920238188,0.0006659876204654,0.0800118682622886,0.151221441993868,15599.0,15599.0,3525.0,0.0,6.714674501730193e-08,0.2259760241041092,11.60504339554742,0.5770415520766793,0.0003007272980635
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,7,cold,22121.0,6.905989995984698,0.00031219158247749643,0.0010186555114300036,0.7203562225939153,0.0010849419104018805,0.0007913896802785691,0.0022158911047799935,0.006014561570117125,0.0377989221434897,0.14853003717004404,0.2591245512188116,16002.0,0.7233850187604539,0.634215708471902,18096.0,3.579467906240728,3.515776651458815e-07,5.408602757395794e-07,8.031595122363856e-07,0.9467576289207464,,0.0002763041556145,0.002274750271981,0.018494708733063,9396.0,9396.0,4990.0,5.4362437602699376e-08,3.702386613004373e-07,0.5310770540655598,3.991397011802992,0.4106190947675994,0.0007223286367928
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,7,hot,20360.0,0.9917182569767827,4.870914818157086e-05,0.000334438309071454,0.581090373280943,0.0022102161100196463,0.001462960500066498,0.028328235137651283,0.08618167309482644,0.09666367967831983,0.28614730775513075,0.4263839291785681,13329.0,0.6546660117878192,0.5662912672514553,25662.0,5.076055780832756,1.114978052904252e-07,1.5028708899443754e-07,3.8462107631613403e-07,0.9344457402429254,0.4141142545397864,0.0009352349777881,0.081792107605578,0.1539907031945406,15720.0,15720.0,3405.0,0.0,6.125651102529586e-08,0.2166030534351145,13.09341031361232,0.5989263579695748,0.0002549532156592
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,8,cold,22400.0,6.9563019618210795,0.00031054919472415534,0.001072109101792643,0.3317857142857143,0.00375,0.0007839448102853559,0.002508623392913139,0.0070555032925682035,0.03983348529168067,0.153913747922985,0.2648768443708656,16203.0,0.7233482142857143,0.6327066045862979,17904.0,3.541489466917219,3.4337142007093673e-07,5.289330357300878e-07,7.899192032586504e-07,0.9468117618743516,0.8735478105451295,0.0021224307417336,0.0027692612006725,0.0609237464147957,9281.0,9281.0,4880.0,4.4791327808444206e-08,3.6336774079243073e-07,0.525805408899903,4.090037285572669,0.416311130521461,0.0007099109136508
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,8,hot,20464.0,1.0654831589609761,5.20662216067717e-05,0.00036576784718048155,0.5895230648944488,0.0017591868647380765,0.0018701576275714667,0.03660165642532728,0.0874966604328079,0.09392059429457988,0.28890607701029386,0.4324484475648325,13449.0,0.6572028928850665,0.5746267497163013,25780.0,5.099396696666997,1.118866671910884e-07,1.4312292314626778e-07,3.807292346609881e-07,0.9335956174743888,0.5074088440651668,0.0005818463925523,0.0825833250914845,0.1542874097517555,15799.0,15799.0,3117.0,0.0,5.6676186618561186e-08,0.197290967782771,12.969973532211991,0.5961807932505823,0.0002615323739535
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,9,cold,22145.0,6.808847560166667,0.0003074665865959208,0.0010428493420751926,0.3115375931361481,0.002483630616391962,0.0011027095148078135,0.0020478890989287964,0.006616257088846881,0.038800657823252364,0.150731821289245,0.260779242406114,15982.0,0.7216979002032061,0.6315107237782389,17861.0,3.5329838789437247,3.405807123679684e-07,5.25416703439684e-07,7.907892193900514e-07,0.947151820248786,0.941940540843178,0.0002799395330608,0.0054396202156067,0.0214617743052121,9209.0,9209.0,4864.0,4.3534026183001534e-08,3.59368133001246e-07,0.528178955369747,4.164662680643757,0.4204306151580176,0.0007425153487429
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,9,hot,21077.0,1.2009696481415908,5.6980103816557896e-05,0.0004050576491163547,0.8516392275940599,0.0007116762347582674,0.002364998029168309,0.037971357246091186,0.09276047825515701,0.0949680722517993,0.2886549550965778,0.43521724789688293,13950.0,0.6618588983251886,0.5799838594415937,25866.0,5.116407872613984,1.1009379594751662e-07,1.428478579977447e-07,3.5470608329750297e-07,0.9334863216324472,0.3379339673702931,0.000773215804531,0.0774404114330926,0.1532983878943724,15900.0,15900.0,3041.0,0.0,5.3946698342862734e-08,0.1912578616352201,12.228158433918386,0.589947526020888,0.0002286200112531
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,10,cold,21676.0,6.455995796890421,0.0002978407361547528,0.0009631427839378353,0.16345266654364274,0.0025373685181767852,0.0009668063164679343,0.0024170157911698356,0.00821785368997744,0.03759480913420663,0.14806476569796773,0.25893598921625643,15634.0,0.7212585347850157,0.6306273598162998,17923.0,3.5452477499752746,3.4885378099729273e-07,5.351575705102741e-07,8.018462643226062e-07,0.9470253809106404,0.9905707749818669,0.0011158846175305,0.0043516961724854,0.0260112748491741,9262.0,9262.0,4927.0,5.8874259502511926e-08,3.725699301136307e-07,0.5319585402720794,3.961150005324601,0.4135549045610853,0.0007103891094895
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,10,hot,21513.0,1.2472956049125343,5.797869218205431e-05,0.0004056888034690874,0.6079579788964812,0.000418351694324362,0.0022277552090158564,0.048224348053990305,0.09867645131699646,0.0945250705496166,0.29672828129821677,0.44322194854540686,14319.0,0.6655975456700599,0.5837682810431576,26074.0,5.15755118188112,1.137687364905556e-07,1.4859229422682554e-07,3.975126720789494e-07,0.9330888479960098,0.5255426862008131,7.670476336580502e-05,0.0874295321926614,0.158342399367026,16126.0,16126.0,3355.0,0.0,6.093530578439674e-08,0.2080491132332878,14.042604926645769,0.6008724338279066,0.0002369195349165
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,11,cold,22061.0,6.713807219390551,0.0003043292334613368,0.0010214015982495533,0.4141244730519922,0.0002266443044286297,0.0007939028262940616,0.003016830739917434,0.011432200698634487,0.039050971549037326,0.15090112342080142,0.2611882292850534,15955.0,0.7232219754317574,0.633891624435229,17912.0,3.543071901889032,3.37246696041364e-07,5.161403851515e-07,7.636939596276119e-07,0.9469861244810373,0.9312192943278248,0.0003349709691826,0.0039560874295321,0.0786272376619523,9242.0,9242.0,4770.0,2.7573034106702192e-08,3.529179839596285e-07,0.5161220515040035,3.947470943806285,0.4140213683747255,0.000644669336094
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,11,hot,21724.0,1.3310146002531595,6.126931505492357e-05,0.00043567597951261274,0.7205394954888602,0.0001380961148959676,0.002633658151171978,0.05030287068738478,0.10113247300500396,0.09403123992425486,0.28948973321376037,0.43480547007592324,14558.0,0.6701344135518321,0.5883774637699055,26021.0,5.147067550192859,1.1567668960766469e-07,1.501834288909765e-07,3.954792847427058e-07,0.932142079368721,0.2485300334345336,0.0004995964797663,0.0827811294629611,0.1621995846108199,16065.0,16065.0,3406.0,0.0,6.334499471380256e-08,0.2120136943666355,14.182070475600584,0.6001276160087512,0.000236099042901
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,12,cold,22163.0,6.818771164794237,0.00030766462865109583,0.0010422983577861083,0.23444479537968688,0.000496322699995488,0.0007885191610156126,0.0022078536508437154,0.008516006938968618,0.03954497593377909,0.15167900759480726,0.26314338654166625,16007.0,0.7222397689843433,0.6310982625796844,18114.0,3.583028384927307,3.4441518104777996e-07,5.234565055457297e-07,7.933094733300542e-07,0.9456742673189166,0.8576239372860771,0.0004968532626697,0.0020769459005044,0.0244288398773612,9387.0,9387.0,4823.0,2.3617633691840403e-08,3.6119986707061796e-07,0.5137956748695004,4.034421267235872,0.4156916524546365,0.0006981789006391
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,12,hot,22373.0,1.4007117379498892,6.260723809725513e-05,0.00045637354493214215,0.28069548116032716,0.0001340901980065257,0.0032400207361327114,0.05261793675479523,0.10057024364955935,0.09984341048290749,0.29487352980753084,0.4400000467312101,15085.0,0.6742502123094801,0.587749000844794,26215.0,5.185441598259321,1.1872863073866769e-07,1.5790039296094937e-07,4.1867266290563947e-07,0.93120133398822,0.5049399198931909,0.0001525843982452,0.0838690535060824,0.157056670952428,16248.0,16248.0,3597.0,0.0,6.718627530571953e-08,0.2213810930576071,14.077521998213731,0.5981750827576264,0.000241979159877
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,13,cold,21597.0,6.4991526181154855,0.0003009284909068614,0.0010135154951390701,0.22567949252210956,0.0031485854516831043,0.0009584664536741214,0.003354632587859425,0.006230031948881789,0.03960148696185684,0.1516307036433429,0.26311755405105813,15528.0,0.718988748437283,0.6277918557271203,17934.0,3.547423598061517,3.4325337207432853e-07,5.255920002428639e-07,7.90586418114903e-07,0.9458822906023904,0.977194156351065,0.0006691201070592,0.0023736524577193,0.0638908119869449,9286.0,9286.0,4721.0,1.2959503680257112e-08,3.5666142188142506e-07,0.508399741546414,4.0875520418954325,0.4178674115838534,0.0007186643185578
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,13,hot,22301.0,1.4363622923765649,6.440797687890968e-05,0.0004990887750218893,0.5261647459755168,0.0032733958118470025,0.002844214608920491,0.04809308338720104,0.10071105365223013,0.10691927484277682,0.30820994340721625,0.44880968698324697,14989.0,0.6721223263530783,0.5856357217708598,26150.0,5.172584314113342,1.1990487957148e-07,1.6449603479958704e-07,4.133556606563285e-07,0.9309990944266064,0.4383556405353728,0.0008030592734225,0.0906933043220255,0.1692216397982395,16179.0,16179.0,3747.0,0.0,7.470173414873482e-08,0.2315965139996291,12.97054375207409,0.5918290652936131,0.0002474243555707
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,14,cold,21646.0,6.462510648025854,0.0002985544972755176,0.0010089406015131887,0.4181373001940312,0.0029104684468262035,0.000795671546785487,0.0019096117122851686,0.005251432208784214,0.03951572781415738,0.15091388182332957,0.2619372419106142,15578.0,0.7196710708675967,0.6292086406374711,18064.0,3.5731381663534765,3.435202540298382e-07,5.309382459104968e-07,8.013459272016084e-07,0.946656495854852,,0.0011625332152347,0.0041538918010088,0.0309563841360894,9368.0,9368.0,4842.0,2.7949798349228075e-08,3.615161496965758e-07,0.5168659265584971,4.152810964554516,0.4219433110390007,0.0007176753885945
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,14,hot,21410.0,1.343877858998144,6.276869962625615e-05,0.0005187157758242994,0.641943017281644,0.0014012143858010276,0.006466939421934803,0.050943645242180285,0.09845585324006863,0.11301278410275428,0.32273296053264666,0.4643613384366881,14264.0,0.6662307333021953,0.5826882523677797,26129.0,5.168430422312333,1.1701489715011941e-07,1.557601664248059e-07,4.039893372786297e-07,0.9319271839391116,0.4932067817367676,0.0002296299131233,0.0847591731777272,0.1588369102957175,16170.0,16170.0,3441.0,0.0,6.420100822806306e-08,0.2128014842300556,14.04649262001033,0.6040404867113548,0.0002309988226441
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,15,cold,21602.0,6.615445794607225,0.0003062422828722907,0.0010366818749553133,0.2784464401444311,0.0025460605499490786,0.0008068420203324189,0.002743262869130224,0.007584314991124738,0.03868775909315464,0.15163581677899485,0.26323807746960365,15584.0,0.7214146838255717,0.6302546506422168,17892.0,3.5391158144594996,3.355158515760949e-07,5.139545642457574e-07,7.716817481804728e-07,0.9471541446241744,0.8436731500111782,0.0003353454057679,0.0031648699436257,0.0305607753931361,9245.0,9245.0,4780.0,2.7740996503189053e-08,3.52914246834566e-07,0.5170362358031368,4.005217126389906,0.4162172306104131,0.0006648422903209
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,15,hot,21616.0,1.3246490321900835,6.128095078599572e-05,0.000503328528612425,0.7287657290895633,0.001757957068837898,0.008700237279198523,0.04930134458212497,0.09280253097811758,0.12213135538678548,0.3281090324152075,0.4695948943983976,14494.0,0.6705218356772761,0.5809842123885399,26225.0,5.1874196419740874,1.1559297075181607e-07,1.4721158673046585e-07,4.115468013247954e-07,0.9312913801939162,0.4447664442326025,0.0007244995233555,0.0879240431213529,0.160617149639007,16254.0,16254.0,3267.0,0.0,5.866925031502122e-08,0.2009966777408638,16.001497253930655,0.6151375242957311,0.0002287329023152
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,16,cold,21678.0,6.535495529032685,0.0003014805576636537,0.001006105762365084,0.2942153335178522,0.00023064858381769535,0.0009672738997259391,0.0024181847493148475,0.005803643398355635,0.03902838450569762,0.15108402602446902,0.2624880811665496,15657.0,0.7222529753667313,0.6296994624600653,18023.0,3.5650281871229352,3.3927896353768773e-07,5.183962773114455e-07,7.893700633951076e-07,0.9452870091275758,0.9941741108583476,0.0004993619264273,0.0035604786865789,0.0419345267530412,9360.0,9360.0,4776.0,1.9042962576395692e-08,3.553539063265053e-07,0.5102564102564102,4.04352768904591,0.4189131252971573,0.0007243539093253
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,16,hot,21976.0,1.412011136131143,6.425241791641531e-05,0.0005369992029830893,0.6812431743720422,0.0005915544230069166,0.006153443309766955,0.04503796805446452,0.09793139565331238,0.11546640515165205,0.3267416346292522,0.4683067584354865,14728.0,0.6701856570804514,0.584049848000553,26175.0,5.177529423400257,1.198198758431143e-07,1.582741080447417e-07,4.305093377667524e-07,0.9314930690664142,0.4322445081184336,0.000458452722063,0.0910889130649787,0.1630897042824646,16223.0,16223.0,3491.0,0.0,6.770718347852253e-08,0.215188312889108,15.780218492461504,0.6154692296747241,0.0002104170674674
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,17,cold,21854.0,6.529330825320792,0.0002987705145657908,0.001014055732529459,0.3517433879381349,0.0002287910679967054,0.0006389776357827476,0.0019169329073482429,0.005271565495207668,0.03937089561832838,0.1521690534066738,0.26330590474698823,15782.0,0.7221561270248009,0.6316204888183788,18103.0,3.580852536841064,3.393160776985511e-07,5.224306926834498e-07,7.905061597337835e-07,0.9457807282000688,0.9354250676683422,0.0014362260398828,0.0034615765008406,0.0226486005340718,9380.0,9380.0,4770.0,1.577152499191662e-08,3.507548106641704e-07,0.5085287846481876,4.246962496812663,0.4211954261950268,0.0006875394744318
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,17,hot,22586.0,1.5117047951216704,6.69310544196259e-05,0.0005597376901206568,0.6935712388205083,0.0005313025768174976,0.0050616482803374436,0.04490590525632706,0.10304996755353667,0.12093888408776096,0.330181239628498,0.4709081968647065,15298.0,0.6773222350128398,0.589786862541371,26191.0,5.180694293343883,1.2018740345785897e-07,1.5896588141748466e-07,4.280792634949381e-07,0.9311779114676536,0.4366003589019128,0.0002290863273643,0.0922757392938384,0.1662545742260903,16245.0,16245.0,3539.0,0.0,7.110725685002818e-08,0.2178516466605109,14.457666709965444,0.609356643267661,0.0002293448075923
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,18,cold,21777.0,6.643165627169212,0.00030505421440828455,0.0010507335508066838,0.2576112412177986,0.00013776002204160352,0.0009657170449058426,0.0024142926122646064,0.004023821020441011,0.03948728118673012,0.15264331121478614,0.2637841884078988,15725.0,0.7220921155347385,0.6302070204546347,18155.0,3.591138364157848,3.446123302887469e-07,5.285845052909865e-07,7.798251913003004e-07,0.9463638408444386,0.9321399063618838,0.0013770311209033,0.0025714568291959,0.0219562852339036,9430.0,9430.0,4904.0,3.219332000905118e-08,3.594207772582986e-07,0.5200424178154825,3.979816484216459,0.4128205897799539,0.0007198623583779
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,18,hot,22720.0,1.631911261990013,7.18270801932224e-05,0.0006205593868228646,0.733362676056338,0.0003080985915492958,0.004401294498381877,0.050614886731391584,0.1031715210355987,0.12170455920013885,0.32788528960238056,0.46492976522535956,15446.0,0.6798415492957747,0.5942594513599369,26213.0,5.185045989516368,1.2134348716402118e-07,1.548709766661764e-07,4.520302649005821e-07,0.930514963003862,0.4368824629000877,0.0004959371304314,0.0887152606072594,0.1592325190386707,16265.0,16265.0,3445.0,0.0,6.626894864330235e-08,0.211804488164771,15.981602690328772,0.6199473344956803,0.0002417600109929
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,19,cold,21897.0,6.706593842859396,0.00030627911781793836,0.0010408169916140484,0.1651367767274056,4.566835639585331e-05,0.0009549578226961642,0.0027057138309724655,0.009708737864077669,0.03921052810520179,0.15156751510484207,0.2622199172077393,15798.0,0.7214686943416907,0.6312952802423286,18299.0,3.61962219365048,3.4589725927537904e-07,5.289595838957502e-07,8.005311431135736e-07,0.9456735214306096,0.9543690912071698,0.0043171758019563,0.0028681633864108,0.0333300365938087,9601.0,9601.0,5019.0,3.9598044294713794e-08,3.645237264847997e-07,0.5227580460368711,4.121763251373516,0.4143350341708463,0.0006786346361547
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,19,hot,22253.0,1.5726484072103109,7.067129857593632e-05,0.0006542240416211058,0.7107805689120568,0.00031456432840515884,0.007320261437908497,0.049019607843137254,0.10418300653594771,0.13115932044715545,0.3452949235190358,0.48088714557913426,15036.0,0.6756841774142812,0.5887972606407856,26330.0,5.208189100979132,1.213481143330556e-07,1.6011865859400066e-07,4.447055144231237e-07,0.9310088660129886,0.4059627800987467,0.0003418154196733,0.0914845218079319,0.1621006824250816,16360.0,16360.0,3578.0,0.0,6.735633895555742e-08,0.2187041564792176,16.633392196429828,0.6206585100378175,0.0002578788621533
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,20,cold,22024.0,6.803041163633764,0.0003088921705245988,0.001035806346962127,0.30798220123501635,4.540501271340356e-05,0.0011153601019757808,0.0031867431485022306,0.006532823454429573,0.038442280529605174,0.14967850401778285,0.2612850934122994,15925.0,0.7230748274609516,0.6329070320894471,18113.0,3.5828305805558305,3.475419896394557e-07,5.298716019409498e-07,7.942435148080436e-07,0.9442408607591356,0.9274554187600066,0.0027604482968034,0.0035604786865789,0.0242310355058846,9408.0,9408.0,4948.0,4.3031859315342646e-08,3.642495873083797e-07,0.5259353741496599,4.033213557732923,0.4131135623357995,0.0007010008805433
