tag,label,phase,force_over_mean,ccdf
a100_mu030_g002,intermediate,hot,0.7606556901100411,0.37076258992805755
a100_mu030_g002,intermediate,hot,0.7706996981398511,0.36717266187050357
a100_mu030_g002,intermediate,hot,0.7828469286385954,0.3635827338129496
a100_mu030_g002,intermediate,hot,0.7921937929775682,0.3599928057553957
a100_mu030_g002,intermediate,hot,0.7995681765767066,0.35640287769784174
a100_mu030_g002,intermediate,hot,0.8086992717852772,0.35281294964028775
a100_mu030_g002,intermediate,hot,0.818521559848369,0.3492230215827338
a100_mu030_g002,intermediate,hot,0.8302359755779464,0.3456330935251799
a100_mu030_g002,intermediate,hot,0.8394983175529399,0.3420431654676259
a100_mu030_g002,intermediate,hot,0.8536193325651498,0.33845323741007194
a100_mu030_g002,intermediate,hot,0.8682183675196944,0.33486330935251796
a100_mu030_g002,intermediate,hot,0.8778267065980103,0.331273381294964
a100_mu030_g002,intermediate,hot,0.8903194596502397,0.3276834532374101
a100_mu030_g002,intermediate,hot,0.8986498001375964,0.3240935251798561
a100_mu030_g002,intermediate,hot,0.9114531821211477,0.32050359712230214
a100_mu030_g002,intermediate,hot,0.9237824687993054,0.31691366906474816
a100_mu030_g002,intermediate,hot,0.9377467700575285,0.3133237410071943
a100_mu030_g002,intermediate,hot,0.947857917996679,0.3097338129496403
a100_mu030_g002,intermediate,hot,0.9585143665175879,0.3061438848920863
a100_mu030_g002,intermediate,hot,0.9708120363160726,0.30255395683453234
a100_mu030_g002,intermediate,hot,0.9834869679504383,0.29896402877697836
a100_mu030_g002,intermediate,hot,0.9977626927233868,0.2953741007194245
a100_mu030_g002,intermediate,hot,1.0119840798891873,0.2917841726618705
a100_mu030_g002,intermediate,hot,1.025433470648968,0.28819424460431653
a100_mu030_g002,intermediate,hot,1.0384275336747564,0.28460431654676255
a100_mu030_g002,intermediate,hot,1.0504149727656862,0.2810143884892087
a100_mu030_g002,intermediate,hot,1.0653035532881832,0.2774244604316547
a100_mu030_g002,intermediate,hot,1.0808473635593165,0.2738345323741007
a100_mu030_g002,intermediate,hot,1.0985174217534133,0.27024460431654673
a100_mu030_g002,intermediate,hot,1.1109230252719775,0.26665467625899275
a100_mu030_g002,intermediate,hot,1.126296304122703,0.2630647482014389
a100_mu030_g002,intermediate,hot,1.1450026960935822,0.2594748201438849
a100_mu030_g002,intermediate,hot,1.1597377749649842,0.2558848920863309
a100_mu030_g002,intermediate,hot,1.1785335437861006,0.25229496402877694
a100_mu030_g002,intermediate,hot,1.1909274711726496,0.24870503597122307
a100_mu030_g002,intermediate,hot,1.2069837250156463,0.24511510791366908
a100_mu030_g002,intermediate,hot,1.2219497713137961,0.2415251798561151
a100_mu030_g002,intermediate,hot,1.2377657601597563,0.23793525179856112
a100_mu030_g002,intermediate,hot,1.251064286368795,0.23434532374100714
a100_mu030_g002,intermediate,hot,1.2694507513331579,0.23075539568345316
a100_mu030_g002,intermediate,hot,1.289460268736403,0.2271654676258993
a100_mu030_g002,intermediate,hot,1.3085092027612977,0.2235755395683453
a100_mu030_g002,intermediate,hot,1.3304406490109306,0.21998561151079143
a100_mu030_g002,intermediate,hot,1.344724190181199,0.21639568345323745
a100_mu030_g002,intermediate,hot,1.3655716067010273,0.21280575539568347
a100_mu030_g002,intermediate,hot,1.3797489926541981,0.2092158273381295
a100_mu030_g002,intermediate,hot,1.3948327630986754,0.2056258992805755
a100_mu030_g002,intermediate,hot,1.413153199402379,0.20203597122302153
a100_mu030_g002,intermediate,hot,1.4308824592893,0.19844604316546754
a100_mu030_g002,intermediate,hot,1.4534949841998073,0.19485611510791367
a100_mu030_g002,intermediate,hot,1.4761480026874783,0.1912661870503597
a100_mu030_g002,intermediate,hot,1.501221201188974,0.18767625899280582
a100_mu030_g002,intermediate,hot,1.5287354585635728,0.18408633093525184
a100_mu030_g002,intermediate,hot,1.5532364647020265,0.18049640287769786
a100_mu030_g002,intermediate,hot,1.5789969083631301,0.17690647482014388
a100_mu030_g002,intermediate,hot,1.6035817507568215,0.1733165467625899
a100_mu030_g002,intermediate,hot,1.6215063458603582,0.16972661870503591
a100_mu030_g002,intermediate,hot,1.6606344693449955,0.16613669064748193
a100_mu030_g002,intermediate,hot,1.689516368185182,0.16254676258992806
a100_mu030_g002,intermediate,hot,1.7218203056432486,0.15895683453237408
a100_mu030_g002,intermediate,hot,1.759057935950397,0.1553669064748202
a100_mu030_g002,intermediate,hot,1.7931840067770308,0.15177697841726623
a100_mu030_g002,intermediate,hot,1.8316539359746657,0.14818705035971225
a100_mu030_g002,intermediate,hot,1.8651555860799027,0.14459712230215827
a100_mu030_g002,intermediate,hot,1.9073464788745658,0.14100719424460428
a100_mu030_g002,intermediate,hot,1.964563033042516,0.1374172661870503
