run,cycle,phase,contacts,Z_geom,mean_positive_overlap_m,overlap_p90_m,overlap_p99_m,orientation_entropy,bottom_top_percolation_edge_fraction,bottom_side_percolation_edge_fraction,giant_fraction_after_top5_edges,giant_fraction_after_top10_edges,cycle_births_during_overlap_filtration,cycle_birth_count,cycle_birth_positive_count,cycle_birth_overlap_median,cycle_birth_overlap_p90,cycle_birth_positive_fraction,force_proxy_q99_q50,force_proxy_gini,net_force_p99_N
R3_intermediate,7,cold,9649.0,1.9086143803778064,2.6144780541726583e-07,2.737307278362531e-07,6.417013897671179e-07,0.9440951121949637,,0.003938231941133796,0.0018791415290277916,0.004846207101176936,2189.0,2189.0,107.0,0.0,0.0,0.048880767473732295,6.235068678144862,0.5145729877042818,0.0007065351699036
R3_intermediate,7,hot,22040.0,4.359608347344476,3.939433792598151e-07,6.045096391710468e-07,1.4837179915705479e-06,0.9338838587487099,0.25775862068965516,4.537205081669691e-05,0.06853921471664524,0.13025417861734745,12391.0,12391.0,4443.0,0.0,3.1672512682662766e-07,0.35856670163828586,13.22186701951389,0.5786220531822068,0.0015865690955834
R3_intermediate,8,cold,8052.0,1.5927207991296608,2.6318918698104613e-07,3.2944016220494605e-07,6.365345288680818e-07,0.9318239655405773,,0.0026080476900149033,0.002175848086242706,0.007615468301849471,2285.0,2285.0,216.0,0.0,0.0,0.09452954048140044,5.647534726333214,0.4870851425419705,0.0006898154898206
R3_intermediate,8,hot,21761.0,4.304420927702502,1.6384191446708965e-07,1.4335219131232993e-07,4.942274428587031e-07,0.9221714048893812,0.315886218464225,0.0012867055741923625,0.036396004351696175,0.08090198793393334,11968.0,11968.0,449.0,0.0,0.0,0.03751671122994652,13.631431912464391,0.618039924986817,0.0005428049158694
R3_intermediate,9,cold,9827.0,1.943823558500643,2.676402687305689e-07,3.0750443287576314e-07,6.389904242880529e-07,0.9423357423170142,0.9243919812760761,0.0006105627353210542,0.001582434971812877,0.004450598358223716,2378.0,2378.0,172.0,0.0,0.0,0.07232968881412952,6.014231840224273,0.4950279038359435,0.000685103085514
R3_intermediate,9,hot,22129.0,4.377212936405894,3.6365305632941463e-07,5.54567985187231e-07,1.2913575169959827e-06,0.9331331579603552,0.2745266392516607,0.00013556871074156085,0.06666007318761745,0.13005637424587083,12479.0,12479.0,4134.0,0.0,2.810621388065795e-07,0.33127654459491945,12.430045124140136,0.5784513161414621,0.0015227239107854
R3_intermediate,10,cold,8017.0,1.5857976461279795,2.6189746536560234e-07,3.2950495828629366e-07,6.438386390103957e-07,0.9294865687744979,,0.011350879381314707,0.0006923153001681337,0.0026703590149342303,2269.0,2269.0,214.0,0.0,0.0,0.09431467606875275,5.614889426745516,0.4906911069626363,0.0007137754757173
R3_intermediate,10,hot,21791.0,4.310355058846801,1.735944124190745e-07,1.5579401284890673e-07,5.304705156997673e-07,0.9220461348977481,0.44220090863200406,0.0005047955577990914,0.04084660270991989,0.09583621798041737,12009.0,12009.0,599.0,0.0,0.0,0.049879257223748856,16.429250004220457,0.6266809089406569,0.0005985394506329
R3_intermediate,11,cold,10036.0,1.9851646721392542,2.669964498564229e-07,2.921919438547346e-07,6.432636283447921e-07,0.9438758037274401,0.8654842566759665,0.01215623754483858,0.001681337157551182,0.004450598358223716,2495.0,2495.0,156.0,0.0,0.0,0.0625250501002004,6.660065062326963,0.5064667453647681,0.000700779702334
R3_intermediate,11,hot,22036.0,4.35881712985857,3.7600286815855854e-07,5.773779983256518e-07,1.3975723134041095e-06,0.932006886153705,0.3882283536031948,0.0001815211472136504,0.07298981307486896,0.13450697260409455,12443.0,12443.0,4297.0,0.0,2.902343435810548e-07,0.3453347263521659,13.18504856603476,0.5897275566031145,0.0013865728596115
R3_intermediate,12,cold,7859.0,1.554544555434675,2.741003143259045e-07,3.442183800848441e-07,6.505043645661617e-07,0.9271840506062701,,0.00038172795521058657,0.001087924043121353,0.003164869943625754,2238.0,2238.0,197.0,0.0,0.0,0.08802502234137623,5.4796604236297775,0.4856658058877106,0.0006731800214698
R3_intermediate,12,hot,21800.0,4.31213529819009,1.8832427666838238e-07,1.712108206640982e-07,5.851128214016243e-07,0.9228188724281047,0.40692660550458715,0.0017431192660550458,0.05192364751261003,0.10958362179804174,12035.0,12035.0,738.0,0.0,0.0,0.06132114665558787,18.477670079150847,0.6407390204677851,0.0005681080589168
R3_intermediate,13,cold,9885.0,1.9552962120462862,2.67551664388054e-07,3.0214767176629277e-07,6.467195881710949e-07,0.9445051959118603,0.8464339908952959,0.0024279210925644916,0.0013846306003362674,0.004054989615270498,2375.0,2375.0,150.0,0.0,0.0,0.06315789473684211,6.144290139529849,0.4997756646706209,0.0007018382645339
R3_intermediate,13,hot,21881.0,4.3281574522796955,3.649792383346695e-07,5.426566430514253e-07,1.3514914830464488e-06,0.934523526752084,0.3750285635939857,4.5701750377039444e-05,0.07308871526060726,0.12560577588764713,12311.0,12311.0,3953.0,0.0,2.653280489863571e-07,0.3210949557306474,12.834597966553275,0.5850261400861692,0.0016150851271657
R3_intermediate,14,cold,8279.0,1.6376223914548511,2.6921131082475196e-07,3.4732295102145834e-07,6.648997765466429e-07,0.9299111352781683,,0.005314651527962315,0.0006923153001681337,0.002571456829195925,2477.0,2477.0,251.0,0.0,3.1770155998166394e-09,0.10133225676221236,5.598437856561665,0.4919390042202127,0.0007103586742966
R3_intermediate,14,hot,21640.0,4.280486598753832,1.8566416971618445e-07,1.626861222677392e-07,6.15120698174885e-07,0.9230939946358532,0.3676062846580407,0.00018484288354898336,0.05617644149935713,0.10196815349619226,11885.0,11885.0,623.0,0.0,0.0,0.05241901556583929,19.443754313367823,0.6503490126271572,0.0005437661794243
R3_intermediate,15,cold,9491.0,1.877361289684502,2.597371577741149e-07,2.7847617899514655e-07,6.047436547675533e-07,0.9431363742447383,0.9777684121799599,0.004846696870719629,0.000989021857383048,0.003659380872317278,2168.0,2168.0,86.0,0.0,0.0,0.03966789667896679,6.082805613460259,0.4975886252449585,0.0006758044824349
R3_intermediate,15,hot,22025.0,4.356641281772327,3.4705513960737157e-07,5.133462601126725e-07,1.322856078983395e-06,0.9321975475298878,0.42129398410896707,0.0004540295119182747,0.07160518247453268,0.13599050539016913,12436.0,12436.0,3595.0,0.0,2.3891781160108663e-07,0.2890800900611129,14.367585263141777,0.6083659700383796,0.0013572674587693
R3_intermediate,16,cold,8201.0,1.6221936504796757,2.696590770484087e-07,3.300617649360394e-07,6.557953331233751e-07,0.9323200090192283,,0.0006096817461285209,0.002274750271981011,0.003956087429532192,2376.0,2376.0,190.0,0.0,0.0,0.07996632996632996,5.70787432589018,0.4914928680014296,0.0007098080696638
R3_intermediate,16,hot,21789.0,4.309959450103848,2.0008203943313187e-07,1.8205640788331557e-07,6.937941109377662e-07,0.9245807500390593,0.4491716003487998,0.0012391573729863693,0.05053901691227376,0.10177034912471565,12066.0,12066.0,694.0,0.0,0.0,0.05751698988894414,22.973471929679,0.6655561863000986,0.0006181598634564
R3_intermediate,17,cold,9414.0,1.862130353080803,2.6116119381391595e-07,2.7118512495483576e-07,6.431895837511371e-07,0.9405881053158853,0.9219247928616954,0.0027618440620352665,0.0012857284145979626,0.006131935515774898,2133.0,2133.0,95.0,0.0,0.0,0.04453820909517112,6.555950796344402,0.5156628445239931,0.0007170591693437
R3_intermediate,17,hot,22156.0,4.382553654435763,3.4583920120456935e-07,5.229793627232766e-07,1.2364279471260984e-06,0.9330237531164847,0.5542065354757176,0.0006770175121863152,0.07417663930372861,0.1332212441894966,12572.0,12572.0,3821.0,0.0,2.510067094880271e-07,0.3039293668469615,11.65318187391706,0.5829670922556067,0.0013524405366336
R3_intermediate,18,cold,8201.0,1.6221936504796757,2.5931653343648676e-07,3.318788395353326e-07,6.288490675635666e-07,0.9304351642150019,,0.0021948542860626753,0.0013846306003362674,0.003065967757887449,2425.0,2425.0,213.0,0.0,0.0,0.08783505154639175,5.392864716980603,0.4954485446416277,0.0006608588809318
R3_intermediate,18,hot,21791.0,4.310355058846801,2.0766296793976345e-07,1.6610973305099946e-07,7.112921515037948e-07,0.9234164302452565,0.3595979991739709,0.00032123353678124,0.060429235486104245,0.10533082781129463,12056.0,12056.0,649.0,0.0,0.0,0.053832116788321165,27.50798421556027,0.6834598305631525,0.0005687363823193
R3_intermediate,19,cold,9597.0,1.8983285530610225,2.5110658214857854e-07,2.7140655830155953e-07,6.092844878741524e-07,0.9424077805771368,0.8670417838907992,0.0013545899760341773,0.0013846306003362674,0.002769261200672535,2229.0,2229.0,97.0,0.0,0.0,0.04351727231942575,6.263624918170848,0.508344563622275,0.0006829516169128
R3_intermediate,19,hot,21959.0,4.343586193254871,3.525821551229301e-07,5.232147360568607e-07,1.2731843359953206e-06,0.9330674706961948,0.4754770253654538,0.00022769707181565646,0.0740777371179903,0.13411136386114134,12400.0,12400.0,3614.0,0.0,2.4697910516542547e-07,0.2914516129032258,13.671946638883858,0.5984054344066515,0.001396472736872
R3_intermediate,20,cold,8322.0,1.6461279794283454,2.743730334793298e-07,3.514839306113143e-07,6.537973084574496e-07,0.9321597942183459,,0.0010814708002883922,0.0011868262288596578,0.0024725546434576206,2524.0,2524.0,269.0,0.0,1.7732421446719976e-08,0.10657686212361331,5.363718970684356,0.4808993353102038,0.0007149044791562
R3_intermediate,20,hot,21842.0,4.320443081792107,2.108737950296058e-07,1.7886828052745265e-07,7.69123043125766e-07,0.9246380903910608,0.4173610475231206,4.578335317278638e-05,0.05775887647117001,0.09929779448125804,12085.0,12085.0,717.0,0.0,0.0,0.05932974762101779,22.73509960400532,0.6701939364752526,0.0006052243017713
R3_intermediate,21,cold,9595.0,1.8979329443180695,2.641788605340695e-07,2.857036345569122e-07,6.180413398705658e-07,0.9381733566944915,,0.004273058884835852,0.000989021857383048,0.0023736524577193155,2215.0,2215.0,114.0,0.0,0.0,0.05146726862302483,5.894975883585135,0.4955033060738643,0.0007025396400576
R3_intermediate,21,hot,22198.0,4.39086143803778,3.364107706699717e-07,5.024342496670522e-07,1.264585644591109e-06,0.9321233914813474,0.37120461302820074,0.0001351473105685197,0.07298981307486896,0.13510038571852437,12590.0,12590.0,3638.0,0.0,2.2064510178593844e-07,0.28895949166004764,14.74907081312426,0.6059309727142825,0.0012318280120935
R3_intermediate,22,cold,8370.0,1.6556225892592227,2.7298956986822665e-07,3.4106467702835124e-07,6.625209624022164e-07,0.9284807113512388,,0.004301075268817204,0.001087924043121353,0.003659380872317278,2535.0,2535.0,245.0,0.0,0.0,0.09664694280078895,5.859277319352432,0.4920247024954799,0.0006753752672889
R3_intermediate,22,hot,21757.0,4.303629710216596,2.2246047873117288e-07,1.9609789414548805e-07,8.139176853839707e-07,0.9243144691457021,0.34103966539504527,0.0002298110952796801,0.0616160617149639,0.11027593709820988,12027.0,12027.0,832.0,0.0,0.0,0.06917768354535628,25.529500849406592,0.6813859508829382,0.0007029741243603
R3_intermediate,23,cold,9592.0,1.8973395312036396,2.5642220112555094e-07,2.748262422512873e-07,6.190073952200696e-07,0.9418640617356858,0.9235821517931609,0.0023978315262718933,0.001087924043121353,0.004351696172485412,2186.0,2186.0,118.0,0.0,0.0,0.053979871912168347,6.061220194109961,0.5027377905192655,0.000711414780574
R3_intermediate,23,hot,22234.0,4.3979823954109385,3.3237931076725663e-07,4.827725158466044e-07,1.2447284840625103e-06,0.9314142701877484,0.32652694072141764,0.00017990465053521634,0.06705568193057067,0.12886954801701117,12619.0,12619.0,3502.0,0.0,2.117084803991785e-07,0.2775180283699184,14.268830036049598,0.6013833671581279,0.0013851582454433
R3_intermediate,24,cold,8202.0,1.6223914548511522,2.614244127618592e-07,3.2745538780193463e-07,6.443145860491181e-07,0.9280062862269242,,0.001950743721043648,0.0013846306003362674,0.0035604786865789735,2457.0,2457.0,233.0,0.0,0.0,0.09483109483109484,6.093619667982547,0.4953054651792555,0.0006686892027815
R3_intermediate,24,hot,22093.0,4.370091979032737,2.2581035933996092e-07,1.9818982767315014e-07,9.081752305588932e-07,0.9246713966711647,0.326981396822523,4.526320554021636e-05,0.061319355157748986,0.10839679556918208,12337.0,12337.0,921.0,0.0,0.0,0.0746534813974224,30.30276350636618,0.7012600366208659,0.0005865616613425
R3_intermediate,25,cold,9513.0,1.8817129858569874,2.523487271559771e-07,2.6472420344551355e-07,6.039279920269899e-07,0.9373277660433844,,0.000315357931251971,0.0008901196716447434,0.003362674315102364,2235.0,2235.0,92.0,0.0,0.0,0.04116331096196868,6.241664407838206,0.504869590901477,0.0006694333461233
R3_intermediate,25,hot,22200.0,4.3912570467807335,3.286488672519094e-07,4.791599452190882e-07,1.2241856637331937e-06,0.9332966775855787,0.40504504504504507,0.0004054054054054054,0.07219859558896252,0.13243002670359014,12599.0,12599.0,3399.0,0.0,2.0676715606067315e-07,0.26978331613620127,15.43826491204725,0.6131299345079895,0.0014070351191438
R3_intermediate,26,cold,8257.0,1.6332706952823657,2.630576424877478e-07,3.320224291953299e-07,6.51006231016555e-07,0.9294721117221397,,0.0006055468087683178,0.001087924043121353,0.003263772129364059,2435.0,2435.0,246.0,0.0,3.973137764406532e-09,0.10102669404517454,5.8826211471709895,0.4946605197839747,0.0006788152100317
R3_intermediate,26,hot,22145.0,4.380377806349521,2.199237593753617e-07,1.9273607360123385e-07,8.507355524957986e-07,0.9252116429930397,0.43174531496951907,0.0003160984420862497,0.05914350707150628,0.10355058846800515,12409.0,12409.0,848.0,0.0,0.0,0.06833749697799985,31.385171074353476,0.7039709120254901,0.0006875100059428
R3_intermediate,27,cold,9594.0,1.897735139946593,2.5397838341523764e-07,2.8296506892544136e-07,6.038782107690572e-07,0.9379090399810978,,0.012924744632061705,0.001582434971812877,0.003659380872317278,2288.0,2288.0,140.0,0.0,0.0,0.06118881118881119,5.703496094356136,0.501297497144346,0.0006694633031135
R3_intermediate,27,hot,22285.0,4.408070418356246,3.2262396959809765e-07,4.68843091906918e-07,1.2418338833439755e-06,0.9308212962721376,0.43307157280682074,0.00031411263181512227,0.0698249431312432,0.12867174364553458,12661.0,12661.0,3415.0,0.0,1.995796656080375e-07,0.26972593002132533,15.834179135755264,0.6068923270721339,0.0013837616833443
R3_intermediate,28,cold,8310.0,1.643754326970626,2.613205309860893e-07,3.2023925859256834e-07,6.382343423727978e-07,0.927013062534981,,0.0034897713598074608,0.0017802393432894868,0.003362674315102364,2504.0,2504.0,213.0,0.0,0.0,0.08506389776357827,6.4397188424915655,0.4934569762105531,0.0006987085435739
R3_intermediate,28,hot,22177.0,4.386707546236772,2.1420818609650828e-07,1.8704942071198428e-07,7.9300758090933e-07,0.926046512343991,0.3683996933760202,0.0027505974658429905,0.05934131144298289,0.10562753436850954,12433.0,12433.0,813.0,0.0,0.0,0.06539049304270891,26.112176695626488,0.6825772803811718,0.0006459581603611
R3_intermediate,29,cold,9765.0,1.931559687469093,2.673544154808718e-07,3.015633783606636e-07,6.421324879569027e-07,0.9370414685954229,0.9472606246799795,0.0014336917562724014,0.001978043714766096,0.0029670655721491445,2476.0,2476.0,165.0,0.0,0.0,0.06663974151857835,6.030160976325361,0.4998084399031212,0.0007475055544569
R3_intermediate,29,hot,22186.0,4.388487785580061,3.1317610685075975e-07,4.528780304332604e-07,1.147470791241461e-06,0.9314693619310297,0.30843775353826736,0.0002704408185342108,0.06468202947285134,0.12412224310157255,12581.0,12581.0,3198.0,0.0,1.8673542662986028e-07,0.2541928304586281,14.26778933220494,0.5993409301106036,0.0012984195666165
R3_intermediate,30,cold,8305.0,1.642765305113243,2.744817587126252e-07,3.373736110161632e-07,6.40662711455563e-07,0.9250351869761572,,0.0020469596628537026,0.0012857284145979626,0.003065967757887449,2411.0,2411.0,198.0,0.0,0.0,0.08212360016590627,4.988689882530673,0.4762935177312925,0.0006574346891307
R3_intermediate,30,hot,21989.0,4.349520324399169,1.946559385079179e-07,1.7227635966043586e-07,6.761164025782108e-07,0.9226611613447124,0.3618172722724999,4.547728409659375e-05,0.04984670161210563,0.10008901196716448,12243.0,12243.0,624.0,0.0,0.0,0.0509679000245038,21.41464226281386,0.6617134121814359,0.0006398779581345
R6_high_expansion_high_friction,1,cold,8339.0,1.6494906537434477,2.645893172151025e-07,2.1713988836644087e-07,6.040888644154845e-07,0.9332486758295313,,0.0038373905744094015,0.001978043714766096,0.007714370487587776,1275.0,1275.0,26.0,0.0,0.0,0.0203921568627451,5.853276197694755,0.5070012964567625,0.0007015001151014
R6_high_expansion_high_friction,1,hot,24692.0,4.884185540500445,4.3034177408022255e-06,7.094562586847206e-06,9.696543373358029e-06,0.9175298519090809,0.11145310221934229,0.0008909768346023004,0.007714370487587776,0.06230837701513203,14751.0,14751.0,12923.0,3.04349110149941e-06,5.257709431940542e-06,0.8760761982238492,3.545941664762377,0.3929147039004135,0.0010727015493299
R6_high_expansion_high_friction,2,cold,8284.0,1.6386114133122343,2.842868162593237e-07,2.6030476637133644e-07,6.712319863657908e-07,0.9403877129916737,,0.003259295026557219,0.0008901196716447434,0.002571456829195925,1497.0,1497.0,23.0,0.0,0.0,0.015364061456245824,6.589354306303619,0.5180638101098611,0.0008117102077067
R6_high_expansion_high_friction,2,hot,23931.0,4.733656413806745,2.5821457389073793e-06,4.532414709152019e-06,7.063228568410636e-06,0.9120467708740341,0.12569470561196774,0.00025072082236429733,0.03342893877954703,0.1025615666106221,13993.0,13993.0,11270.0,1.4258005396150606e-06,3.1881893746454116e-06,0.8054027013506754,5.3940282372315265,0.4605587693287418,0.0019831024828044
R6_high_expansion_high_friction,3,cold,9668.0,1.912372663435862,3.5961707708619717e-07,4.810678052774148e-07,8.565666302420643e-07,0.9432576335022448,,0.010239966901117087,0.0017802393432894868,0.00514291365839185,2814.0,2814.0,324.0,0.0,4.331206940430725e-08,0.11513859275053305,5.002522074424679,0.4855560913896879,0.0010030739389691
R6_high_expansion_high_friction,3,hot,22934.0,4.536445455444565,1.6465106527949105e-06,2.847418107374467e-06,4.659321987741653e-06,0.9118748991896756,0.07155315252463591,4.360338362256911e-05,0.05617644149935713,0.12857284145979625,13012.0,13012.0,9119.0,7.235763477105505e-07,1.920447425821005e-06,0.7008146326467876,5.927467738718461,0.4713178545423982,0.0023391499333305
R6_high_expansion_high_friction,4,cold,9458.0,1.870833745425774,3.7508970699871807e-07,4.974010724895186e-07,9.167471559345683e-07,0.9456575376876726,,0.009938676252907591,0.002571456829195925,0.008307783602017605,2732.0,2732.0,354.0,0.0,7.203430443740015e-08,0.1295754026354319,5.247171544633502,0.4826039159171406,0.0010390206235625
R6_high_expansion_high_friction,4,hot,22102.0,4.371872218376026,1.1596906070918717e-06,1.9190159640921234e-06,3.742006921198503e-06,0.9124496998828752,0.10035290923898289,0.0002714686453714596,0.05934131144298289,0.09959450103847295,12232.0,12232.0,7225.0,2.725119069189267e-07,1.2077957926027223e-06,0.5906638325703074,7.861675189430494,0.5013544454626848,0.0026008891825911
R6_high_expansion_high_friction,5,cold,6770.0,1.3391355948966472,2.394601902194339e-07,1.2166538587742676e-07,5.421965416107223e-07,0.9401776527937479,0.8685376661742984,0.012555391432791729,0.0007912174859064385,0.001978043714766096,437.0,437.0,2.0,0.0,0.0,0.004576659038901602,8.27696872213967,0.5409304412209808,0.0006871253859361
R6_high_expansion_high_friction,5,hot,21004.0,4.154683018494708,7.863678868469863e-07,1.2773262369697146e-06,2.880146346831589e-06,0.9075612705035901,0.13673585983622166,0.0006189297276709198,0.04084660270991989,0.07071506280288795,11140.0,11140.0,4307.0,0.0,6.454266112653755e-07,0.38662477558348296,11.668732647215458,0.5729720657482021,0.0038735766111312
R6_high_expansion_high_friction,6,cold,6637.0,1.3128276134902581,2.4979081412104355e-07,1.106929891086725e-07,5.661446293759112e-07,0.9362769035533564,0.9493747174928432,0.003766762091306313,0.0005934131144298289,0.0007912174859064385,436.0,436.0,2.0,0.0,0.0,0.0045871559633027525,6.611124801222807,0.5310775029869468,0.0006874792134425
R6_high_expansion_high_friction,6,hot,21057.0,4.165166650182969,7.273602170851688e-07,1.1707278018699331e-06,2.5645159198074172e-06,0.9145202546424571,0.0727549033575533,9.498029158949519e-05,0.04262684205320937,0.14548511522104637,11180.0,11180.0,4118.0,0.0,6.002503090586295e-07,0.36833631484794277,10.93842545524894,0.5660294193581806,0.0030449011579642
R6_high_expansion_high_friction,7,cold,6669.0,1.3191573533775096,2.514168886339853e-07,1.4732040545875623e-07,5.529352738120433e-07,0.9316298357480794,,0.000299895036737142,0.0005934131144298289,0.000989021857383048,601.0,601.0,3.0,0.0,0.0,0.004991680532445923,6.504660929125831,0.5284450899650686,0.0006905198270019
R6_high_expansion_high_friction,7,hot,21460.0,4.2448818118880425,7.662984459033067e-07,1.2651168570813808e-06,2.5779535131368305e-06,0.9224845840974263,0.0717614165890028,0.0006057781919850885,0.0472752447829097,0.1418257343487291,11566.0,11566.0,4709.0,0.0,7.159138137705122e-07,0.4071416219955041,9.393965143364404,0.5523889079395233,0.0021533633824734
R6_high_expansion_high_friction,8,cold,6400.0,1.2659479774503017,2.551481631501016e-07,1.6052358456691776e-07,5.667027375739198e-07,0.9347065956008276,,0.00453125,0.0005934131144298289,0.0011868262288596578,442.0,442.0,1.0,0.0,0.0,0.0022624434389140274,7.378297582485343,0.5270681101536957,0.000682759736532
R6_high_expansion_high_friction,8,hot,21486.0,4.250024725546434,8.246210144371655e-07,1.3444734143280498e-06,3.1705717317119073e-06,0.924559143902062,0.1344596481429768,0.00027925160569673273,0.0697260409455049,0.14123232123429927,11611.0,11611.0,4902.0,0.0,7.580974729646042e-07,0.42218585823787785,12.443303310459497,0.5813214728198705,0.0023272973622037
R6_high_expansion_high_friction,9,cold,6388.0,1.2635743249925824,2.629773137864134e-07,1.691784350156502e-07,6.142801161206449e-07,0.9373693343841756,,0.007357545397620538,0.000494510928691524,0.0008901196716447434,544.0,544.0,0.0,0.0,0.0,0.0,6.563233953288532,0.5207698774445875,0.0007175539391397
R6_high_expansion_high_friction,9,hot,21392.0,4.231431114627633,7.074837192136102e-07,1.1457323905589724e-06,2.409381536209355e-06,0.9276301778685462,0.12364435302916978,0.00037397157816005983,0.07348432400356048,0.13875976659084166,11532.0,11532.0,4513.0,0.0,6.383851951479412e-07,0.39134582032604925,10.16226860768156,0.5566828764095735,0.0018936222881004
R6_high_expansion_high_friction,10,cold,6202.0,1.2267827118979329,2.532197149378607e-07,1.4907803056016423e-07,5.458629071286645e-07,0.9337221784106821,,0.0030635278942276684,0.000989021857383048,0.000989021857383048,472.0,472.0,0.0,0.0,0.0,0.0,6.415368226460404,0.517320063428158,0.0006679002037409
R6_high_expansion_high_friction,10,hot,21445.0,4.241914746315894,7.330169267966639e-07,1.1866139527259674e-06,2.759773289681274e-06,0.9270496096441617,0.21613429703893683,0.00023315458148752622,0.07744041143309267,0.14538621303530808,11596.0,11596.0,4610.0,0.0,6.738312097087813e-07,0.39755087961365987,12.53477567650136,0.5764258136262989,0.002024809189408
R6_high_expansion_high_friction,11,cold,6189.0,1.224211255068737,2.6445417604818005e-07,1.8046800295424403e-07,6.228437371839923e-07,0.932168382778436,,0.0030699628372919696,0.0007912174859064385,0.001978043714766096,491.0,491.0,0.0,0.0,0.0,0.0,7.284110800205664,0.5338105307233594,0.0007137863799305
R6_high_expansion_high_friction,11,hot,21155.0,4.184551478587677,6.873058695403797e-07,1.0925096495440716e-06,2.430985645064902e-06,0.929494992064826,0.19574568659891278,9.454029780193807e-05,0.0740777371179903,0.14301256057758877,11362.0,11362.0,4390.0,0.0,5.878759027600713e-07,0.38637563809188524,10.989808590113917,0.5611586388859743,0.0020831728921273
R6_high_expansion_high_friction,12,cold,6116.0,1.2097715359509444,2.5012030917321583e-07,1.3088889235326508e-07,5.677827877659272e-07,0.9311375659291253,,0.002616088947024199,0.0007912174859064385,0.0007912174859064385,343.0,343.0,0.0,0.0,0.0,0.0,7.364820226770493,0.5313283806064208,0.0006846077267693
R6_high_expansion_high_friction,12,hot,21036.0,4.16101275838196,6.883061757968793e-07,1.0669557247370686e-06,2.8458044475835655e-06,0.9222262591568456,0.15430690245293782,0.0009507510933637574,0.07773711799030758,0.13925427751953318,11219.0,11219.0,3762.0,0.0,5.45384245578904e-07,0.3353240039219182,17.45265535078643,0.6253338409591626,0.0017774753740854
R6_high_expansion_high_friction,13,cold,6699.0,1.325091484521808,2.882678397504191e-07,2.26215399342939e-07,6.616345070280023e-07,0.9370659246417582,,0.0011942080907598148,0.000989021857383048,0.0029670655721491445,778.0,778.0,8.0,0.0,0.0,0.010282776349614395,6.556082134872467,0.5166807433219628,0.0007647562688324
R6_high_expansion_high_friction,13,hot,20437.0,4.042527939867471,6.236326129159613e-07,9.698482207667717e-07,2.1548366621068705e-06,0.9302812424471659,0.3126681998336351,9.786172138767921e-05,0.060231431114627636,0.12718821085946,10768.0,10768.0,3597.0,0.0,4.902524175737094e-07,0.3340453194650817,10.550401611010656,0.5590533692299039,0.0023044614821098
R6_high_expansion_high_friction,14,cold,5974.0,1.181683315201266,2.773444739590621e-07,1.663776952637481e-07,6.215548426150008e-07,0.930528277295773,,0.008536993639102779,0.0005934131144298289,0.000989021857383048,423.0,423.0,0.0,0.0,0.0,0.0,6.773401697225033,0.5278422335786064,0.0007390286035103
R6_high_expansion_high_friction,14,hot,20544.0,4.063693007615468,5.389087560590474e-07,7.740648860055101e-07,2.0626473091709773e-06,0.9186049006114159,0.16087422118380063,0.0005841121495327102,0.06458312728711305,0.1189793294431807,10755.0,10755.0,2385.0,0.0,2.727892828106697e-07,0.2217573221757322,15.927978048554293,0.6189263303666362,0.0019755195775228
R6_high_expansion_high_friction,15,cold,6417.0,1.269310651765404,2.677084207409474e-07,2.0060403302045982e-07,6.21565597739545e-07,0.93638321678864,,0.0024933769674302633,0.0008901196716447434,0.000989021857383048,615.0,615.0,3.0,0.0,0.0,0.004878048780487805,6.372445421099657,0.5172732867951897,0.0007273904382409
R6_high_expansion_high_friction,15,hot,20450.0,4.045099396696667,6.512423205332491e-07,1.025543847124502e-06,2.313880689776734e-06,0.928219862693594,0.2687041564792176,0.00019559902200488998,0.07467115023242013,0.13064978736030067,10753.0,10753.0,3899.0,0.0,5.35561415213222e-07,0.36259648470194367,11.41510864990411,0.5670392447413265,0.0019197341833393
R6_high_expansion_high_friction,16,cold,5856.0,1.158342399367026,2.526045698729289e-07,1.55812471839753e-07,5.814559227332115e-07,0.9253104265698235,,0.007855191256830601,0.0003956087429532193,0.000989021857383048,374.0,374.0,0.0,0.0,0.0,0.0,8.093928145281366,0.5431301269560147,0.0007265383671374
R6_high_expansion_high_friction,16,hot,20610.0,4.076748096132924,5.478746766773964e-07,7.794685974694354e-07,2.1252760532536394e-06,0.9211959528753285,0.18301795245026686,0.0002911208151382824,0.06626446444466423,0.1252101671446939,10809.0,10809.0,2541.0,0.0,3.152038391443861e-07,0.23508187621426588,16.416993566915743,0.6192930993074431,0.0018050932449947
R6_high_expansion_high_friction,17,cold,6848.0,1.3545643358718227,2.9229314110354834e-07,2.428060820337548e-07,6.798125146161764e-07,0.9374761658040266,,0.001314252336448598,0.0008901196716447434,0.0012857284145979626,746.0,746.0,5.0,0.0,0.0,0.006702412868632708,6.6751520013636165,0.5196002075239757,0.0008258262873956
R6_high_expansion_high_friction,17,hot,19955.0,3.947186232815745,6.285615069115328e-07,9.761368886537693e-07,2.1276867284988182e-06,0.931228426605761,0.2795790528689551,0.0007015785517414182,0.05874789832855306,0.11828701414301256,10374.0,10374.0,3555.0,0.0,4.847468785618499e-07,0.34268363215731634,10.035779217863574,0.5501588000032445,0.0020114477780017
