run,tag,regime_id,folder,cycle,phase,contacts,force_sum,force_mean,force_p99,bottom_top_percolation_edge_fraction,bottom_side_percolation_edge_fraction,giant_fraction_after_top1_edges,giant_fraction_after_top5_edges,giant_fraction_after_top10_edges,force_share_top1_edges,force_share_top5_edges,force_share_top10_edges,force_h1_births,force_h1_birth_fraction,force_h1_birth_force_share
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,8,hot,20464.0,1.0654831589609761,5.20662216067717e-05,0.00036576784718048155,0.5895230648944488,0.0017591868647380765,0.0018701576275714667,0.03660165642532728,0.0874966604328079,0.09392059429457988,0.28890607701029386,0.4324484475648325,13449.0,0.6572028928850665,0.5746267497163013
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,9,cold,22145.0,6.808847560166667,0.0003074665865959208,0.0010428493420751926,0.3115375931361481,0.002483630616391962,0.0011027095148078135,0.0020478890989287964,0.006616257088846881,0.038800657823252364,0.150731821289245,0.260779242406114,15982.0,0.7216979002032061,0.6315107237782389
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,9,hot,21077.0,1.2009696481415908,5.6980103816557896e-05,0.0004050576491163547,0.8516392275940599,0.0007116762347582674,0.002364998029168309,0.037971357246091186,0.09276047825515701,0.0949680722517993,0.2886549550965778,0.43521724789688293,13950.0,0.6618588983251886,0.5799838594415937
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,10,cold,21676.0,6.455995796890421,0.0002978407361547528,0.0009631427839378353,0.16345266654364274,0.0025373685181767852,0.0009668063164679343,0.0024170157911698356,0.00821785368997744,0.03759480913420663,0.14806476569796773,0.25893598921625643,15634.0,0.7212585347850157,0.6306273598162998
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,10,hot,21513.0,1.2472956049125343,5.797869218205431e-05,0.0004056888034690874,0.6079579788964812,0.000418351694324362,0.0022277552090158564,0.048224348053990305,0.09867645131699646,0.0945250705496166,0.29672828129821677,0.44322194854540686,14319.0,0.6655975456700599,0.5837682810431576
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,11,cold,22061.0,6.713807219390551,0.0003043292334613368,0.0010214015982495533,0.4141244730519922,0.0002266443044286297,0.0007939028262940616,0.003016830739917434,0.011432200698634487,0.039050971549037326,0.15090112342080142,0.2611882292850534,15955.0,0.7232219754317574,0.633891624435229
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,11,hot,21724.0,1.3310146002531595,6.126931505492357e-05,0.00043567597951261274,0.7205394954888602,0.0001380961148959676,0.002633658151171978,0.05030287068738478,0.10113247300500396,0.09403123992425486,0.28948973321376037,0.43480547007592324,14558.0,0.6701344135518321,0.5883774637699055
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,12,cold,22163.0,6.818771164794237,0.00030766462865109583,0.0010422983577861083,0.23444479537968688,0.000496322699995488,0.0007885191610156126,0.0022078536508437154,0.008516006938968618,0.03954497593377909,0.15167900759480726,0.26314338654166625,16007.0,0.7222397689843433,0.6310982625796844
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,12,hot,22373.0,1.4007117379498892,6.260723809725513e-05,0.00045637354493214215,0.28069548116032716,0.0001340901980065257,0.0032400207361327114,0.05261793675479523,0.10057024364955935,0.09984341048290749,0.29487352980753084,0.4400000467312101,15085.0,0.6742502123094801,0.587749000844794
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,13,cold,21597.0,6.4991526181154855,0.0003009284909068614,0.0010135154951390701,0.22567949252210956,0.0031485854516831043,0.0009584664536741214,0.003354632587859425,0.006230031948881789,0.03960148696185684,0.1516307036433429,0.26311755405105813,15528.0,0.718988748437283,0.6277918557271203
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,13,hot,22301.0,1.4363622923765649,6.440797687890968e-05,0.0004990887750218893,0.5261647459755168,0.0032733958118470025,0.002844214608920491,0.04809308338720104,0.10071105365223013,0.10691927484277682,0.30820994340721625,0.44880968698324697,14989.0,0.6721223263530783,0.5856357217708598
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,14,cold,21646.0,6.462510648025854,0.0002985544972755176,0.0010089406015131887,0.4181373001940312,0.0029104684468262035,0.000795671546785487,0.0019096117122851686,0.005251432208784214,0.03951572781415738,0.15091388182332957,0.2619372419106142,15578.0,0.7196710708675967,0.6292086406374711
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,14,hot,21410.0,1.343877858998144,6.276869962625615e-05,0.0005187157758242994,0.641943017281644,0.0014012143858010276,0.006466939421934803,0.050943645242180285,0.09845585324006863,0.11301278410275428,0.32273296053264666,0.4643613384366881,14264.0,0.6662307333021953,0.5826882523677797
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,15,cold,21602.0,6.615445794607225,0.0003062422828722907,0.0010366818749553133,0.2784464401444311,0.0025460605499490786,0.0008068420203324189,0.002743262869130224,0.007584314991124738,0.03868775909315464,0.15163581677899485,0.26323807746960365,15584.0,0.7214146838255717,0.6302546506422168
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,15,hot,21616.0,1.3246490321900835,6.128095078599572e-05,0.000503328528612425,0.7287657290895633,0.001757957068837898,0.008700237279198523,0.04930134458212497,0.09280253097811758,0.12213135538678548,0.3281090324152075,0.4695948943983976,14494.0,0.6705218356772761,0.5809842123885399
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,16,cold,21678.0,6.535495529032685,0.0003014805576636537,0.001006105762365084,0.2942153335178522,0.00023064858381769535,0.0009672738997259391,0.0024181847493148475,0.005803643398355635,0.03902838450569762,0.15108402602446902,0.2624880811665496,15657.0,0.7222529753667313,0.6296994624600653
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,16,hot,21976.0,1.412011136131143,6.425241791641531e-05,0.0005369992029830893,0.6812431743720422,0.0005915544230069166,0.006153443309766955,0.04503796805446452,0.09793139565331238,0.11546640515165205,0.3267416346292522,0.4683067584354865,14728.0,0.6701856570804514,0.584049848000553
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,17,cold,21854.0,6.529330825320792,0.0002987705145657908,0.001014055732529459,0.3517433879381349,0.0002287910679967054,0.0006389776357827476,0.0019169329073482429,0.005271565495207668,0.03937089561832838,0.1521690534066738,0.26330590474698823,15782.0,0.7221561270248009,0.6316204888183788
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,17,hot,22586.0,1.5117047951216704,6.69310544196259e-05,0.0005597376901206568,0.6935712388205083,0.0005313025768174976,0.0050616482803374436,0.04490590525632706,0.10304996755353667,0.12093888408776096,0.330181239628498,0.4709081968647065,15298.0,0.6773222350128398,0.589786862541371
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,18,cold,21777.0,6.643165627169212,0.00030505421440828455,0.0010507335508066838,0.2576112412177986,0.00013776002204160352,0.0009657170449058426,0.0024142926122646064,0.004023821020441011,0.03948728118673012,0.15264331121478614,0.2637841884078988,15725.0,0.7220921155347385,0.6302070204546347
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,18,hot,22720.0,1.631911261990013,7.18270801932224e-05,0.0006205593868228646,0.733362676056338,0.0003080985915492958,0.004401294498381877,0.050614886731391584,0.1031715210355987,0.12170455920013885,0.32788528960238056,0.46492976522535956,15446.0,0.6798415492957747,0.5942594513599369
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,19,cold,21897.0,6.706593842859396,0.00030627911781793836,0.0010408169916140484,0.1651367767274056,4.566835639585331e-05,0.0009549578226961642,0.0027057138309724655,0.009708737864077669,0.03921052810520179,0.15156751510484207,0.2622199172077393,15798.0,0.7214686943416907,0.6312952802423286
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,19,hot,22253.0,1.5726484072103109,7.067129857593632e-05,0.0006542240416211058,0.7107805689120568,0.00031456432840515884,0.007320261437908497,0.049019607843137254,0.10418300653594771,0.13115932044715545,0.3452949235190358,0.48088714557913426,15036.0,0.6756841774142812,0.5887972606407856
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,20,cold,22024.0,6.803041163633764,0.0003088921705245988,0.001035806346962127,0.30798220123501635,4.540501271340356e-05,0.0011153601019757808,0.0031867431485022306,0.006532823454429573,0.038442280529605174,0.14967850401778285,0.2612850934122994,15925.0,0.7230748274609516,0.6329070320894471
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,20,hot,22572.0,1.567078919309201,6.942578944307997e-05,0.0006179546432402795,0.3617756512493355,0.00031011873117136273,0.007238883143743537,0.04588934850051706,0.1062564632885212,0.13584840807927084,0.3408410271790745,0.4795201623396934,15256.0,0.6758816232500443,0.589417441186051
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,21,cold,21749.0,6.497140758886955,0.0002987328501948115,0.0010273422771690688,0.5275644857234816,0.0005977286312014345,0.0007968127490039841,0.0038247011952191236,0.008127490039840637,0.04011986797165708,0.15239878462868447,0.2637798018246652,15652.0,0.7196652719665272,0.6299649835157286
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,21,hot,21907.0,1.4888994469475874,6.796455228683012e-05,0.0006223667456171464,0.7792029944766513,0.0006847126489250012,0.006780545051506063,0.0470726300691094,0.0971443473725388,0.13878944539134488,0.35360637989913163,0.49018299359661566,14688.0,0.6704706258273612,0.5867663376757942
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,22,cold,21642.0,6.419264006627907,0.0002966114040582158,0.0009985776544576572,0.45984659458460403,0.0003234451529433509,0.0008029548739360848,0.005460093142765377,0.010920186285530754,0.03909065113763567,0.15337827447052962,0.26536633751236893,15601.0,0.7208668330098882,0.6299959169969548
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,22,hot,22348.0,1.5402734641900129,6.892220620145037e-05,0.0005704445784933559,0.5604975836763916,0.0009844281367460176,0.004671078240560529,0.05436616063319061,0.09887115609186455,0.12385269158980998,0.3329721330243084,0.47767598171319514,15050.0,0.6734383390012529,0.5890116692631406
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,23,cold,21936.0,6.568295134793015,0.00029942993867583035,0.0010352922078210348,0.18544857768052517,0.00018234865061998541,0.0011166055192215665,0.0020736959642686232,0.005742542670282342,0.04052614516492639,0.15394560295048343,0.2656197777323729,15850.0,0.7225565280816922,0.6313888496024449
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,23,hot,21386.0,1.4116472583768176,6.600800796674542e-05,0.0005680363601992249,0.7630692976713738,0.0003273169363134761,0.009001853322742918,0.055334921895684404,0.0976965845909452,0.131465557484962,0.34018104921318676,0.48090273732597405,14288.0,0.6681006265781352,0.5828251755640363
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,24,cold,21907.0,6.5783628142801795,0.0003002858818770338,0.0010171485260414691,0.3023234582553522,4.564750992833341e-05,0.0009499683343888537,0.0031665611146295125,0.008866371120962635,0.039310721121389634,0.15071307947062598,0.2623707551708469,15784.0,0.7205002967088145,0.6306763788729959
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,24,hot,22509.0,1.4842185545426065,6.593889353336917e-05,0.000537909990134928,0.6428983961970767,0.0006664001066240171,0.0038915553249448697,0.05435205603839668,0.09962381631858866,0.11465327516622743,0.3180024203034481,0.46015066690253553,15202.0,0.6753742947265539,0.5908245770393309
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,25,cold,22191.0,6.765764607629979,0.00030488777466675587,0.001039644199910404,0.37848677391735386,0.002117975755937092,0.0007870297497245396,0.0023610892491736186,0.008814733196914844,0.03879288338179284,0.15203799377087046,0.26336624661743185,16032.0,0.7224550493443288,0.6311961084717898
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,25,hot,22088.0,1.4852935049335207,6.724436367862734e-05,0.000584835333754946,0.7525353132922854,0.0007696486780152118,0.003273108143493061,0.05446451950772453,0.09989526053940823,0.12300356429768063,0.33446176260309823,0.4733647334716681,14870.0,0.6732162260050706,0.5878537052432751
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,26,cold,21902.0,6.728897976670309,0.00030722755806183495,0.0010134921046860478,0.24874440690347913,0.0007761848233038079,0.0014416146083613647,0.002723049815793689,0.014255966682684607,0.03971900002744856,0.1504857080024916,0.26191615550899877,15832.0,0.722856360149758,0.631735649411842
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,26,hot,22358.0,1.5983822586495475,7.149039532380121e-05,0.000606973245073284,0.6592271222828517,0.00040254047768136685,0.003382333810329127,0.0539872512033303,0.10355145050084558,0.12459875653982924,0.3350552133198478,0.47302434083227113,15093.0,0.6750603810716522,0.5880807192199538
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,27,cold,22000.0,6.6779646748238735,0.0003035438488556306,0.0010154670012826987,0.12359090909090908,0.002681818181818182,0.0007945336087716511,0.0033370411568409346,0.007150802478944859,0.038748002489133244,0.15216918498691592,0.26496705290133954,15873.0,0.7215,0.6305116343960709
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,27,hot,22435.0,1.6008240514278618,7.135386901840257e-05,0.0006202824568658427,0.7238689547581904,0.0004011589034989971,0.0030144167758846658,0.05504587155963303,0.10157273918741809,0.12401829077781763,0.33777962839782744,0.478704501663081,15215.0,0.6781814129708046,0.5926303126229142
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,28,cold,21539.0,6.444780969680799,0.00029921449322999207,0.0010119562441710818,0.40252565114443567,0.00023213705371651422,0.0009685230024213075,0.0030669895076674736,0.013236481033091203,0.0390317824356466,0.15109491987654533,0.2620807258636637,15530.0,0.7210176888434932,0.6301899261841744
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,28,hot,22220.0,1.6040276084602179,7.218846122683249e-05,0.0006194377734528904,0.6856885688568857,0.000225022502250225,0.0022158498435870698,0.05344108446298227,0.10375391032325339,0.11198870136350988,0.32374652579123225,0.4624177033494102,14985.0,0.6743924392439244,0.590316119495819
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,29,cold,21649.0,6.582279321974189,0.00030404542112680446,0.000993914325324119,0.3843595547138436,0.0006004896300060049,0.0006444337038827131,0.0020944095376188173,0.005961011760915096,0.037631257537842765,0.14877518622552163,0.2594174984139951,15608.0,0.7209570880872096,0.6308484984637579
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,29,hot,21934.0,1.5292248144522087,6.97193769696457e-05,0.0006138290792213369,0.623370110330993,0.0003191392358894866,0.0026301946344029457,0.05457653866386113,0.09876380852183061,0.11964187101335792,0.3326188476439884,0.47241578354478436,14736.0,0.6718336828667821,0.5880145289175811
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,30,cold,21902.0,6.605882281210596,0.0003016109159533648,0.0010193142635371865,0.4013788695096338,0.002693817916172039,0.0012767315671879987,0.003032237472071497,0.01053303542930099,0.038288634938770154,0.151618020154821,0.26429353461430355,15844.0,0.723404255319149,0.6317364431344094
R1_low_expansion_low_friction,a050_mu010_g002,R1,a050_mu010_g002_c30,30,hot,22435.0,1.5864872905124137,7.071483354189497e-05,0.000620187084697895,0.6927568531312681,0.00022286605749944285,0.007650414937759336,0.0566649377593361,0.10360477178423237,0.12102954474605122,0.3319574221795379,0.47606064365863626,15150.0,0.6752841542233118,0.590256278465154
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,1,cold,18659.0,9.576353272859151,0.0005132297161079989,0.0018405155352817914,0.29438876681494186,0.019186451578326814,0.0009813542688910696,0.002780503761858031,0.009977101733725876,0.04277877049195563,0.16046882267069246,0.2745628448091701,12717.0,0.6815477785519053,0.6010644066482509
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,1,hot,12895.0,3.0182153731695074,0.00023406090524773226,0.0017034588769509567,0.8138813493602172,0.0005428460643660334,0.0004664179104477612,0.0021766169154228856,0.006063432835820896,0.10018448599405633,0.2955313278432119,0.441624689134579,7144.0,0.5540131834044203,0.5041564614605686
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,2,cold,4139.0,0.8666554462422669,0.00020938764103461388,0.0008960872261189144,,0.05387774824836917,0.0012234910277324632,0.0016313213703099511,0.0024469820554649264,0.056808992828062656,0.18962651820261833,0.31428775395392305,2158.0,0.5213819763227833,0.49665599138829014
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,2,hot,11171.0,1.3488994324415207,0.00012075010584920961,0.0009813392139650843,0.5729120042968401,0.008951750067138126,0.0017205781142463868,0.007398485891259464,0.02339986235375086,0.13070276183591606,0.3393454695035967,0.4824554978983982,6218.0,0.5566198191746486,0.5108798695012972
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,3,cold,4112.0,0.8630895757215941,0.00020989532483501802,0.0009063763883098713,,0.006809338521400778,0.0012043356081894822,0.002007226013649137,0.0028101164191087916,0.051370666498260935,0.18678108013508507,0.31563072056946045,2141.0,0.520671206225681,0.4976998401180221
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,3,hot,24366.0,8.134507727918031,0.0003338466604251018,0.002389249122864916,0.2874907658212263,0.00036936715094804237,0.0028162115832006855,0.0486102608056814,0.10395494061466878,0.09218253216134183,0.2826123649997547,0.4264675860710719,16475.0,0.6761470902076664,0.5845084482164442
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,4,cold,3778.0,0.7530361691355292,0.00019932137880771021,0.0008644623918522115,,0.010322922181048173,0.0008312551953449709,0.0016625103906899418,0.0033250207813798837,0.05792396524094177,0.19930543397537206,0.32644294226311,1928.0,0.5103229221810481,0.4938730313893163
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,4,hot,15437.0,2.4720695838336173,0.0001601392488069973,0.0012106671663055383,0.9316577055127292,0.0019433827816285549,0.0027961736571008094,0.019426048565121413,0.059602649006622516,0.11198452692217449,0.3146601702708514,0.46274353117674,9247.0,0.5990153527239749,0.5365772746819287
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,5,cold,4584.0,0.9455030396443624,0.00020626157060304592,0.0009330975454836434,,0.007635253054101222,0.00145985401459854,0.00291970802919708,0.0040145985401459855,0.054045840980054966,0.19497455105032618,0.3256603612283148,2390.0,0.5213787085514834,0.4968436371740422
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,5,hot,25026.0,9.69110835830171,0.00038724160306488094,0.002494857899303242,0.3339327099816191,0.00043954287540957405,0.0030773018217626785,0.05157557853274249,0.10622845888724766,0.08446727953756836,0.26612292749862304,0.40820570480895507,17147.0,0.6851674258770878,0.5943490445805563
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,6,cold,4495.0,0.9727090338531722,0.00021639800530660116,0.0008911246935518963,,0.04382647385984427,0.001177856301531213,0.0015704750687082843,0.002355712603062426,0.05205576149924772,0.18643213538092346,0.3137096656898809,2375.0,0.5283648498331479,0.49956774828263384
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,6,hot,11023.0,1.203594797275298,0.0001091894037263266,0.0008417935185914036,,0.006168919531887871,0.0015426808364758314,0.008056222146040452,0.03171066163866987,0.10818961451192262,0.3142748147596909,0.4666698575950506,6102.0,0.5535698085820557,0.5101719147146285
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,7,cold,4773.0,0.9992656998130836,0.0002093579928374363,0.0008738431507515996,,0.042949926670856904,0.0010578279266572638,0.0014104372355430183,0.0021156558533145277,0.049958836551627334,0.1864020197108914,0.3161618977348005,2475.0,0.518541797611565,0.4949766749406332
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,7,hot,23977.0,8.865666992306618,0.00036975714194046873,0.002473667804337442,0.4239062434833382,0.001793385327605622,0.004775069112842423,0.036943955767780846,0.09638100025131943,0.08265646393530689,0.26707807783404386,0.4071869697778849,16307.0,0.6801101055177878,0.5887435637276373
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,8,cold,5392.0,1.2168823777413116,0.0002256829335573649,0.0009365680741549704,,0.030229970326409495,0.0010861694424330196,0.002172338884866039,0.0032585083272990588,0.047396368995690746,0.18139025226368485,0.30417043879937805,2956.0,0.548219584569733,0.5060853291431631
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,8,hot,10570.0,1.1708936057371444,0.00011077517556642804,0.0008424305278061769,,0.005014191106906339,0.003898635477582846,0.01063264221158958,0.03437887648413964,0.10502770025146035,0.3037780678997312,0.452013844588212,5856.0,0.5540208136234627,0.5099665840147988
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,9,cold,4728.0,0.9750331505314944,0.00020622528564540914,0.0009057579182122012,,0.013747884940778343,0.0013942140118508191,0.0020913210177762286,0.0020913210177762286,0.053591426847898485,0.19537131085909584,0.32480657954782044,2459.0,0.5200930626057529,0.49705277912600343
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,9,hot,23580.0,8.251901778512792,0.00034995342572149247,0.0024612584672953825,0.4534351145038168,0.0010602205258693808,0.00265352539802881,0.05281779125600202,0.1023502653525398,0.09163776537660673,0.28459331840843943,0.4276108097523376,15946.0,0.6762510602205258,0.5827216699551578
R3_intermediate,a100_mu030_g002,R3,a100_mu030_g002_c30,10,cold,5191.0,1.1943954713776033,0.0002300896689226745,0.0009656121555816908,,0.0032748988634174535,0.0010964912280701754,0.001827485380116959,0.0029239766081871343,0.050991397163655985,0.18383538192989385,0.3082715331702856,2831.0,0.5453669813138123,0.5065948241406742
