run,tag,regime_id,folder,cycle,phase,contacts,force_sum,force_mean,force_p99,bottom_top_percolation_edge_fraction,bottom_side_percolation_edge_fraction,giant_fraction_after_top1_edges,giant_fraction_after_top5_edges,giant_fraction_after_top10_edges,force_share_top1_edges,force_share_top5_edges,force_share_top10_edges,force_h1_births,force_h1_birth_fraction,force_h1_birth_force_share
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,6,cold,2042.0,0.6187786895576537,0.00030302580291755813,0.001488148387322111,,0.07786483839373164,0.0011648223645894002,0.0017472335468841002,0.0023296447291788003,0.061598607402356995,0.20896718316073418,0.33803780882647383,1014.0,0.49657198824681686,0.4887548027147747
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,6,hot,6231.0,1.2052805111816043,0.0001934329178593491,0.0017556007202657216,,0.10287273310865029,0.0008882966910948257,0.0008882966910948257,0.0011103708638685321,0.18060708466725608,0.37540488675712036,0.5069472573431638,3114.0,0.4997592681752528,0.48666738101958523
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,7,cold,6016.0,2.0317304063609996,0.00033772114467436827,0.001328205690530415,,0.008311170212765957,0.0008398656215005599,0.0016797312430011197,0.0016797312430011197,0.048046237231748494,0.17815520081644032,0.30367053263163674,3154.0,0.5242686170212766,0.4981159392306761
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,7,hot,17173.0,6.737102665791506,0.000392307847539248,0.0023331469484865626,0.45699644791242067,0.08554125662376987,0.00042851021282673904,0.001285530638480217,0.0014283673760891302,0.07547657466361365,0.24858212703013857,0.3879877804623028,10599.0,0.617189774646247,0.5204993003274564
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,8,cold,1947.0,0.587102085951959,0.0003015419034165172,0.0015464408378992516,,0.29224447868515663,0.0012437810945273632,0.0018656716417910447,0.0018656716417910447,0.06230781132461617,0.2105707298506288,0.34135832389175425,968.0,0.4971751412429379,0.48888129265813934
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,8,hot,6010.0,0.9736689733192467,0.00016200814863880978,0.0010656312392017214,,0.02329450915141431,0.0006922011998154131,0.0006922011998154131,0.0011536686663590216,0.12197198230959326,0.3103882467817497,0.4566751635384379,3001.0,0.4993344425956739,0.48655735036435366
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,9,cold,7240.0,2.687204467650335,0.00037116083807325065,0.0015153410975677394,,0.0006906077348066298,0.0007686395080707148,0.0017934921854983346,0.0025621316935690495,0.04610686961333711,0.17621491543096107,0.3023699467047384,3969.0,0.5482044198895027,0.505264307186809
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,9,hot,14118.0,5.444836395397356,0.00038566626968390396,0.0024105983221987576,0.6191386881994617,0.07189403598243377,0.0004689698296076286,0.0010942629357511334,0.0020322025949663907,0.08097289798412431,0.2644345782400689,0.4128960044434323,8272.0,0.5859186853661992,0.5050175929087619
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,10,cold,2049.0,0.6411768110864839,0.00031292182093044604,0.0018342489519718248,,0.1264031234748658,0.0011968880909634949,0.0011968880909634949,0.0017953321364452424,0.0775059223927994,0.22317331397326992,0.35112036638286415,1017.0,0.49633967789165445,0.48869315483435155
G1_lossy_high_expansion_low_friction,a150_mu010_g020,G1,a150_mu010_g020_c30,10,hot,6326.0,1.0434253884353502,0.0001649423630153889,0.0012557643070702086,,0.09911476446411635,0.00044434570095534326,0.0006665185514330149,0.0013330371028660297,0.1124929260290867,0.3062605437868466,0.44757951681351826,3164.0,0.5001580777742649,0.4869188762897773
